subject,relation,object
computer_science,cso#superTopicOf,software
neural_networks,cso#superTopicOf,cellular_neural_network
neural_networks,cso#superTopicOf,cellular_neural_networks
neural_network_model,cso#superTopicOf,cellular_neural_network
neural_network_model,cso#superTopicOf,cellular_neural_networks
neural_network,cso#superTopicOf,cellular_neural_network
neural_network,cso#superTopicOf,cellular_neural_networks
back_propagation_neural_networks,cso#superTopicOf,cellular_neural_network
back_propagation_neural_networks,cso#superTopicOf,cellular_neural_networks
artificial_neural_networks,cso#superTopicOf,cellular_neural_network
artificial_neural_networks,cso#superTopicOf,cellular_neural_networks
artificial_neural_network,cso#superTopicOf,cellular_neural_network
artificial_neural_network,cso#superTopicOf,cellular_neural_networks
semantics,cso#superTopicOf,ontologies
computer_system,cso#superTopicOf,telecommunication_systems
computer_systems,cso#superTopicOf,telecommunication_systems
computer_systems,cso#superTopicOf,data_communication_systems
computer_systems,cso#superTopicOf,control_systems
computer_systems,cso#superTopicOf,feedback_system
computer_systems,cso#superTopicOf,feedback_systems
feedback_systems,cso#superTopicOf,feedback_control
feedback_systems,cso#superTopicOf,biofeedback_%28psychology%29
feedback_systems,cso#superTopicOf,biofeedback
telecommunication_systems,cso#superTopicOf,telecommunication_networks
computer_programming,cso#superTopicOf,object-oriented_programming
computer_programming,cso#superTopicOf,object_oriented_programming
statistics,cso#superTopicOf,markov_processes
statistics,cso#superTopicOf,markov_process
correlation_analysis,cso#superTopicOf,markov_processes
correlation_analysis,cso#superTopicOf,markov_process
regression_analysis,cso#superTopicOf,markov_processes
regression_analysis,cso#superTopicOf,markov_process
statistical_analysis,cso#superTopicOf,markov_processes
statistical_analysis,cso#superTopicOf,markov_process
statistical_model,cso#superTopicOf,markov_processes
statistical_model,cso#superTopicOf,markov_process
markov_processes,cso#superTopicOf,markov_chains
markov_processes,cso#superTopicOf,markov_chain
markov_process,cso#superTopicOf,markov_chains
markov_process,cso#superTopicOf,markov_chain
computer_systems,cso#superTopicOf,time-delay
computer_systems,cso#superTopicOf,time_delay
computer_systems,cso#superTopicOf,time_delay_systems
computer_systems,cso#superTopicOf,time-delay_system
computer_systems,cso#superTopicOf,time-delay_systems
artificial_intelligence,cso#superTopicOf,game_theory
statistical_model,cso#superTopicOf,optimization_techniques
statistical_model,cso#superTopicOf,optimization_problems
statistical_model,cso#superTopicOf,optimization_algorithms
statistical_model,cso#superTopicOf,optimization_method
statistical_analysis,cso#superTopicOf,optimization_techniques
statistical_analysis,cso#superTopicOf,optimization_problems
statistical_analysis,cso#superTopicOf,optimization_algorithms
statistical_analysis,cso#superTopicOf,optimization_method
classifiers,cso#superTopicOf,support_vector_machine_%28svm%29
classifiers,cso#superTopicOf,support_vector_machines
classifier,cso#superTopicOf,support_vector_machine_%28svm%29
classifier,cso#superTopicOf,support_vector_machines
probability,cso#superTopicOf,stochastic_systems
probability,cso#superTopicOf,stochastic_models
curricula,cso#superTopicOf,problem_based_learning
curricula,cso#superTopicOf,problem-based_learning
curriculum,cso#superTopicOf,pedagogy
curriculum,cso#superTopicOf,computer_science_curricula
curriculum,cso#superTopicOf,instructional_designs
curriculum,cso#superTopicOf,instructional_design
curriculum,cso#superTopicOf,software_engineering_education
curriculum,cso#superTopicOf,software_engineering_course
curriculum,cso#superTopicOf,computer_science_education
curriculum,cso#superTopicOf,teaching_mode
curriculum,cso#superTopicOf,basic_course
curriculum,cso#superTopicOf,learning_objectives
curriculum,cso#superTopicOf,learning_designs
curriculum,cso#superTopicOf,learning_design
computer_systems,cso#superTopicOf,proportional_control_systems
computer_systems,cso#superTopicOf,two_term_control_systems
computer_hardware,cso#superTopicOf,mobile_phone
computer_hardware,cso#superTopicOf,mobile_phones
tracked_objects,cso#superTopicOf,radiofrequency_identification
tracked_objects,cso#superTopicOf,radio_frequency_identification_%28rfid%29
tracked_objects,cso#superTopicOf,radio_frequency_identification
radio_waves,cso#superTopicOf,radiofrequency_identification
radio_waves,cso#superTopicOf,radio_frequency_identification_%28rfid%29
radio_waves,cso#superTopicOf,radio_frequency_identification
linguistics,cso#superTopicOf,formal_languages
mathematics,cso#superTopicOf,numerical_analysis
computer_hardware,cso#superTopicOf,radar
computer_hardware,cso#superTopicOf,integrated_circuits
radiofrequency_identification,cso#superTopicOf,epc
radio_frequency_identification,cso#superTopicOf,epc
radio_frequency_identification_%28rfid%29,cso#superTopicOf,epc
radiofrequency_identification,cso#superTopicOf,uhf
radio_frequency_identification,cso#superTopicOf,uhf
radio_frequency_identification_%28rfid%29,cso#superTopicOf,uhf
tracked_objects,cso#superTopicOf,rfid
radio_waves,cso#superTopicOf,rfid
rfid,cso#superTopicOf,mutual_authentication
rfid,cso#superTopicOf,radio_frequency_identification_device
rfid,cso#superTopicOf,transponders
tracked_objects,cso#superTopicOf,radio_frequency_identification_technology
radio_waves,cso#superTopicOf,radio_frequency_identification_technology
radio_frequency_identification_technology,cso#superTopicOf,mutual_authentication
radio_frequency_identification_technology,cso#superTopicOf,radio_frequency_identification_device
radio_frequency_identification_technology,cso#superTopicOf,transponders
internet,cso#superTopicOf,epc
human-computer_interaction,cso#superTopicOf,computer_aided_instruction
human_computer_interaction,cso#superTopicOf,computer_aided_instruction
computer_systems,cso#superTopicOf,classification_tasks
computer_systems,cso#superTopicOf,classification_performance
computer_systems,cso#superTopicOf,classification_methods
computer_systems,cso#superTopicOf,classification_results
computer_systems,cso#superTopicOf,classification_system
probability,cso#superTopicOf,discriminant_analysis
computer_hardware,cso#superTopicOf,low_power
elearning,cso#superTopicOf,learning_outcomes
elearning,cso#superTopicOf,learning_outcome
elearning,cso#superTopicOf,learning_experiences
elearning,cso#superTopicOf,learning_environments
elearning,cso#superTopicOf,learning_environment
elearning,cso#superTopicOf,learning_activity
elearning,cso#superTopicOf,learning_activities
elearning,cso#superTopicOf,e-learning_platforms
elearning,cso#superTopicOf,e-learning_environment
e_-_learnings,cso#superTopicOf,learning_experiences
e_-_learnings,cso#superTopicOf,e-learning_platforms
e_-_learnings,cso#superTopicOf,e-learning_environment
e-learning,cso#superTopicOf,learning_outcomes
e-learning,cso#superTopicOf,learning_outcome
e-learning,cso#superTopicOf,learning_experiences
e-learning,cso#superTopicOf,learning_environments
e-learning,cso#superTopicOf,learning_environment
e-learning,cso#superTopicOf,learning_activity
e-learning,cso#superTopicOf,learning_activities
e-learning,cso#superTopicOf,e-learning_platforms
e-learning,cso#superTopicOf,e-learning_environment
education,cso#superTopicOf,elearning
education,cso#superTopicOf,e-learning
computer_systems,cso#superTopicOf,optimal_solutions
computer_systems,cso#superTopicOf,optimal_systems
computer_systems,cso#superTopicOf,storage_systems
computer_systems,cso#superTopicOf,storage_system
artificial_intelligence,cso#superTopicOf,genetic_algorithm
wireless_sensor_networks_%28wsns%29,cso#superTopicOf,localization_problems
wireless_sensor_networks_%28wsns%29,cso#superTopicOf,localization_method
wireless_sensor_networks_%28wsns%29,cso#superTopicOf,localization_errors
wireless_sensor_networks_%28wsns%29,cso#superTopicOf,localization_algorithms
wireless_sensor_networks_%28wsns%29,cso#superTopicOf,localization_accuracy
wireless_sensor_networks_%28wsns%29,cso#superTopicOf,localization_algorithm
wireless_sensor_networks,cso#superTopicOf,localization_problems
wireless_sensor_networks,cso#superTopicOf,localization_method
wireless_sensor_networks,cso#superTopicOf,localization_errors
wireless_sensor_networks,cso#superTopicOf,localization_algorithms
wireless_sensor_networks,cso#superTopicOf,localization_accuracy
wireless_sensor_networks,cso#superTopicOf,localization_algorithm
wireless_sensor_network_%28wsns%29,cso#superTopicOf,localization_problems
wireless_sensor_network_%28wsns%29,cso#superTopicOf,localization_method
wireless_sensor_network_%28wsns%29,cso#superTopicOf,localization_errors
wireless_sensor_network_%28wsns%29,cso#superTopicOf,localization_algorithms
wireless_sensor_network_%28wsns%29,cso#superTopicOf,localization_accuracy
wireless_sensor_network_%28wsns%29,cso#superTopicOf,localization_algorithm
wireless_sensor_network_%28wsn%29,cso#superTopicOf,localization_problems
wireless_sensor_network_%28wsn%29,cso#superTopicOf,localization_method
wireless_sensor_network_%28wsn%29,cso#superTopicOf,localization_errors
wireless_sensor_network_%28wsn%29,cso#superTopicOf,localization_algorithms
wireless_sensor_network_%28wsn%29,cso#superTopicOf,localization_accuracy
wireless_sensor_network_%28wsn%29,cso#superTopicOf,localization_algorithm
wireless_sensor_network,cso#superTopicOf,localization_problems
wireless_sensor_network,cso#superTopicOf,localization_method
wireless_sensor_network,cso#superTopicOf,localization_errors
wireless_sensor_network,cso#superTopicOf,localization_algorithms
wireless_sensor_network,cso#superTopicOf,localization_accuracy
wireless_sensor_network,cso#superTopicOf,localization_algorithm
mathematics,cso#superTopicOf,statistical_model
mathematics,cso#superTopicOf,statistical_analysis
signal_processing,cso#superTopicOf,radio_waves
user_interface,cso#superTopicOf,graphical_user_interfaces
user_interface,cso#superTopicOf,graphical_user_interface
user_interface,cso#superTopicOf,graphical_user_interfaces_%28gui%29
user_interfaces,cso#superTopicOf,graphical_user_interfaces
user_interfaces,cso#superTopicOf,graphical_user_interface
user_interfaces,cso#superTopicOf,graphical_user_interfaces_%28gui%29
gui,cso#superTopicOf,gui_testing
gui,cso#superTopicOf,visual_programming
signal_processing,cso#superTopicOf,digital_television
mathematics,cso#superTopicOf,numerical_modeling
mathematics,cso#superTopicOf,numerical_model
mathematics,cso#superTopicOf,numerical_models
software,cso#superTopicOf,computer_debugging
software,cso#superTopicOf,debuggers
computer_hardware,cso#superTopicOf,digital_storage
computer_hardware,cso#superTopicOf,microprocessor_chips
hardware,cso#superTopicOf,microprocessor_chips
engineering,cso#superTopicOf,telephone
signal_processing,cso#superTopicOf,kalman_filters
signal_processing,cso#superTopicOf,kalman_filter
software,cso#superTopicOf,component-based_systems
software,cso#superTopicOf,component_based_systems
software,cso#superTopicOf,component-based_software_engineering
software,cso#superTopicOf,component_based_software
software,cso#superTopicOf,component_based
software,cso#superTopicOf,component-based_software
software,cso#superTopicOf,software_component
software,cso#superTopicOf,computer_control_systems
engineering,cso#superTopicOf,automation
formal_languages,cso#superTopicOf,context_free_languages
formal_languages,cso#superTopicOf,context-free_languages
software,cso#superTopicOf,matlab
semantics,cso#superTopicOf,semantic_annotations
semantics,cso#superTopicOf,semantic_annotation
software,cso#superTopicOf,computer_application
software,cso#superTopicOf,computer_applications
theoretical_computer_science,cso#superTopicOf,computational_time
theoretical_computer_science,cso#superTopicOf,computational_costs
theoretical_computer_science,cso#superTopicOf,computation_time
theoretical_computer_science,cso#superTopicOf,computational_efficiency
software,cso#superTopicOf,open_source_software
sociology,cso#superTopicOf,social_support
sociology,cso#superTopicOf,social_status
sociology,cso#superTopicOf,social_psychology
sociology,cso#superTopicOf,social_aspect
software,cso#superTopicOf,gis
software,cso#superTopicOf,gps
education,cso#superTopicOf,teaching_model
optimal_control,cso#superTopicOf,optimal_control_systems
optimal_control,cso#superTopicOf,optimal_control_problem
optimization,cso#superTopicOf,optimal_control
mathematics,cso#superTopicOf,finite_element_method
computer_hardware,cso#superTopicOf,sonar
mathematics,cso#superTopicOf,curve_fitting
software,cso#superTopicOf,dynamic_analysis
computer_hardware,cso#superTopicOf,field_effect_transistors
economics,cso#superTopicOf,economic_and_social_effects
education,cso#superTopicOf,academic_achievement
adaboost,cso#superTopicOf,boosting_algorithm
adaptive_boosting,cso#superTopicOf,boosting_algorithm
boosting_algorithm,cso#superTopicOf,weak_learner
machine-learning,cso#superTopicOf,classifier
machine-learning,cso#superTopicOf,classifiers
machine_learning,cso#superTopicOf,classifiers
artificial_intelligence,cso#superTopicOf,machine_learning_techniques
machine-learning,cso#superTopicOf,inductive_logic_programming
machine-learning,cso#superTopicOf,inductive_logic_programming_%28ilp%29
machine-learning,cso#superTopicOf,ensemble_learning
machine-learning,cso#superTopicOf,ensemble_methods
machine_learning_techniques,cso#superTopicOf,back_propagation_neural_networks
machine_learning_techniques,cso#superTopicOf,neural_network_model
machine_learning_techniques,cso#superTopicOf,neural_network
machine_learning_techniques,cso#superTopicOf,artificial_neural_networks
machine_learning_techniques,cso#superTopicOf,neural_networks
machine_learning_techniques,cso#superTopicOf,artificial_neural_network
machine_learning_techniques,cso#superTopicOf,inductive_logic_programming
machine_learning_techniques,cso#superTopicOf,inductive_logic_programming_%28ilp%29
machine_learning_techniques,cso#superTopicOf,ensemble_learning
machine_learning_techniques,cso#superTopicOf,ensemble_methods
machine_learning_techniques,cso#superTopicOf,classifier
machine_learning_techniques,cso#superTopicOf,cluster_analysis
machine_learning_techniques,cso#superTopicOf,pattern_recognition
machine_learning_techniques,cso#superTopicOf,classifiers
artificial_intelligence,cso#superTopicOf,machine_learning_methods
machine_learning_methods,cso#superTopicOf,back_propagation_neural_networks
machine_learning_methods,cso#superTopicOf,neural_network_model
machine_learning_methods,cso#superTopicOf,neural_network
machine_learning_methods,cso#superTopicOf,artificial_neural_networks
machine_learning_methods,cso#superTopicOf,neural_networks
machine_learning_methods,cso#superTopicOf,artificial_neural_network
machine_learning_methods,cso#superTopicOf,inductive_logic_programming
machine_learning_methods,cso#superTopicOf,inductive_logic_programming_%28ilp%29
machine_learning_methods,cso#superTopicOf,ensemble_learning
machine_learning_methods,cso#superTopicOf,ensemble_methods
machine_learning_methods,cso#superTopicOf,classifier
machine_learning_methods,cso#superTopicOf,cluster_analysis
machine_learning_methods,cso#superTopicOf,pattern_recognition
machine_learning_methods,cso#superTopicOf,classifiers
artificial_intelligence,cso#superTopicOf,machine_learning_algorithms
machine_learning_algorithms,cso#superTopicOf,back_propagation_neural_networks
machine_learning_algorithms,cso#superTopicOf,neural_network_model
machine_learning_algorithms,cso#superTopicOf,neural_network
machine_learning_algorithms,cso#superTopicOf,artificial_neural_networks
machine_learning_algorithms,cso#superTopicOf,neural_networks
machine_learning_algorithms,cso#superTopicOf,artificial_neural_network
machine_learning_algorithms,cso#superTopicOf,inductive_logic_programming
machine_learning_algorithms,cso#superTopicOf,inductive_logic_programming_%28ilp%29
machine_learning_algorithms,cso#superTopicOf,ensemble_learning
machine_learning_algorithms,cso#superTopicOf,ensemble_methods
machine_learning_algorithms,cso#superTopicOf,classifier
machine_learning_algorithms,cso#superTopicOf,cluster_analysis
machine_learning_algorithms,cso#superTopicOf,pattern_recognition
machine_learning_algorithms,cso#superTopicOf,classifiers
machine-learning,cso#superTopicOf,supervised_machine_learning
machine_learning,cso#superTopicOf,supervised_machine_learning
machine-learning,cso#superTopicOf,forecasting_accuracy
machine-learning,cso#superTopicOf,forecasting_methods
machine-learning,cso#superTopicOf,forecasting_models
machine_learning_techniques,cso#superTopicOf,forecasting_accuracy
machine_learning_techniques,cso#superTopicOf,forecasting_methods
machine_learning_techniques,cso#superTopicOf,forecasting_models
machine_learning_methods,cso#superTopicOf,forecasting_accuracy
machine_learning_methods,cso#superTopicOf,forecasting_methods
machine_learning_methods,cso#superTopicOf,forecasting_models
machine_learning_algorithms,cso#superTopicOf,forecasting_accuracy
machine_learning_algorithms,cso#superTopicOf,forecasting_methods
machine_learning_algorithms,cso#superTopicOf,forecasting_models
machine_learning,cso#superTopicOf,forecasting_accuracy
machine_learning,cso#superTopicOf,forecasting_methods
machine_learning,cso#superTopicOf,forecasting_models
artificial_intelligence,cso#superTopicOf,genetic_algorithm_%28ga%29
artificial_intelligence,cso#superTopicOf,genetic_algorithms
mathematics,cso#superTopicOf,gaussian_function
mathematics,cso#superTopicOf,gaussian_functions
artificial_intelligence,cso#superTopicOf,intelligent_systems
computer_system,cso#superTopicOf,intelligent_systems
computer_systems,cso#superTopicOf,intelligent_systems
mathematics,cso#superTopicOf,nonlinear_modeling
computer_systems,cso#superTopicOf,control_system
control_system,cso#superTopicOf,fault_tolerant_control
control_system,cso#superTopicOf,fault-tolerant_control
control_system,cso#superTopicOf,state_feedback_controllers
control_system,cso#superTopicOf,robot_control_systems
mobile_device,cso#superTopicOf,context_awareness
mobile_devices,cso#superTopicOf,context_awareness
context-aware,cso#superTopicOf,context_aware_services
context-aware,cso#superTopicOf,context_modeling
context_aware,cso#superTopicOf,context_aware_services
context_aware,cso#superTopicOf,context-aware_services
context_aware,cso#superTopicOf,context_modeling
decision_support_system_%28dss%29,cso#superTopicOf,clinical_decision_support
decision_support_system_%28dss%29,cso#superTopicOf,clinical_decision_support_system
decision_support_system_%28dss%29,cso#superTopicOf,clinical_decision_support_systems
decision_support_systems,cso#superTopicOf,clinical_decision_support
decision_support_systems,cso#superTopicOf,clinical_decision_support_system
decision_support_systems,cso#superTopicOf,clinical_decision_support_systems
decision_support_system_%28dss%29,cso#superTopicOf,decision_making%2C_computer-assisted
decision_support_systems,cso#superTopicOf,decision_making%2C_computer-assisted
decision_support_system_%28dss%29,cso#superTopicOf,decision_support_systems%2C_clinical
decision_support_system_%28dss%29,cso#superTopicOf,decision_support_techniques
decision_support_systems,cso#superTopicOf,decision_support_systems%2C_clinical
decision_support_systems,cso#superTopicOf,decision_support_techniques
artificial_intelligence,cso#superTopicOf,decision_support_system
decision_support_system,cso#superTopicOf,intelligent_decision_support_systems
decision_support_system,cso#superTopicOf,decision_systems
decision_support_system,cso#superTopicOf,group_support_systems
decision_support_system,cso#superTopicOf,multi-criteria_decision_analysis
decision_support_system,cso#superTopicOf,decision_models
decision_support_system,cso#superTopicOf,decision_model
genetic_algorithm,cso#superTopicOf,genetic_programming
genetic_algorithm,cso#superTopicOf,genetic_programming_%28gp%29
genetic_algorithm,cso#superTopicOf,evolutionary_algorithms
genetic_algorithm,cso#superTopicOf,evolutionary_algorithm
genetic_algorithm,cso#superTopicOf,simulated_annealing
genetic_algorithm,cso#superTopicOf,simulated_annealing_%28sa%29
genetic_algorithm,cso#superTopicOf,adaptive_genetic_algorithms
genetic_algorithm,cso#superTopicOf,adaptive_genetic_algorithm
genetic_algorithm,cso#superTopicOf,fitness_functions
genetic_algorithm,cso#superTopicOf,fitness_function
genetic_algorithm,cso#superTopicOf,genetic_fuzzy_systems
genetic_algorithm,cso#superTopicOf,penalty_function
genetic_algorithm,cso#superTopicOf,penalty_functions
ontology_engineering,cso#superTopicOf,ontology_learning
semantic_web_technology,cso#superTopicOf,ontology_engineering
semantic_web_technologies,cso#superTopicOf,ontology_engineering
semantic_web_applications,cso#superTopicOf,ontology_engineering
semantic_technologies,cso#superTopicOf,ontology_engineering
semantic_technology,cso#superTopicOf,ontology_engineering
semantic_web,cso#superTopicOf,ontology_engineering
electronic_documents,cso#superTopicOf,style_sheets
model_checkers,cso#superTopicOf,java_pathfinder
model_checkers,cso#superTopicOf,model_checking_tools
cross-cutting_concerns,cso#superTopicOf,aspect_oriented_software_development
cross-cutting_concerns,cso#superTopicOf,aspect-oriented_software_development
turbo-coded,cso#superTopicOf,multicarrier_code_division_multiple_access
turbo_codes,cso#superTopicOf,multicarrier_code_division_multiple_access
turbo_code,cso#superTopicOf,multicarrier_code_division_multiple_access
mobile_adhoc_network_%28manets%29,cso#superTopicOf,multicast_routing_protocols
mobile_ad-hoc_networks,cso#superTopicOf,multicast_routing_protocols
mobile_ad-hoc_network,cso#superTopicOf,multicast_routing_protocols
mobile_ad_hoc_networks,cso#superTopicOf,multicast_routing_protocols
mobile_ad_hoc_network,cso#superTopicOf,multicast_routing_protocols
multicast_protocol,cso#superTopicOf,multicast_routing_protocols
multicast_tree,cso#superTopicOf,multicast_routing_protocols
multicast_transmissions,cso#superTopicOf,multicast_routing_protocols
multicast_groups,cso#superTopicOf,multicast_routing_protocols
multicast_services,cso#superTopicOf,multicast_routing_protocols
multicast_protocols,cso#superTopicOf,multicast_routing_protocol
multicast_protocols,cso#superTopicOf,multicast_routing_algorithms
multicast_protocols,cso#superTopicOf,qos_multicast_routing
multicast_protocols,cso#superTopicOf,multicast_data
multicast_protocols,cso#superTopicOf,multicast_routing_protocols
petri_nets,cso#superTopicOf,process_modelling
petri_net,cso#superTopicOf,process_modelling
stock_prices,cso#superTopicOf,stock_price_prediction
stock_prices,cso#superTopicOf,chinese_stock_market
support_vector_machines,cso#superTopicOf,histograms_of_oriented_gradients
support_vector_machine_%28svm%29,cso#superTopicOf,histograms_of_oriented_gradients
internet,cso#superTopicOf,mmorpgs
online_systems,cso#superTopicOf,mmorpgs
online_system,cso#superTopicOf,mmorpgs
network-on-chip_%28noc%29,cso#superTopicOf,multiprocessor_systems_on_chips
network_on_chip,cso#superTopicOf,multiprocessor_systems_on_chips
network-on-chip,cso#superTopicOf,multiprocessor_systems_on_chips
application_specific_integrated_circuits,cso#superTopicOf,multiprocessor_systems_on_chips
programmable_logic_controllers,cso#superTopicOf,multiprocessor_systems_on_chips
electric_network_topology,cso#superTopicOf,multiprocessor_systems_on_chips
embedded_system,cso#superTopicOf,multiprocessor_systems_on_chips
embedded_systems,cso#superTopicOf,multiprocessor_systems_on_chips
uml,cso#superTopicOf,uml_models
embedded_system,cso#superTopicOf,compilers
embedded_systems,cso#superTopicOf,compilers
buffer_storage,cso#superTopicOf,shared_memory_multiprocessor
acoustics,cso#superTopicOf,acoustic_modelling
acoustic,cso#superTopicOf,acoustic_modelling
acoustic_modelling,cso#superTopicOf,triphones
wireless_telecommunication_systems,cso#superTopicOf,antenna
antenna,cso#superTopicOf,uhf_rfid
antenna,cso#superTopicOf,electric_field_integral_equation
antenna,cso#superTopicOf,radio_propagation
antenna,cso#superTopicOf,radio_channels
antenna,cso#superTopicOf,radio_channel
antenna,cso#superTopicOf,channel_model
antenna,cso#superTopicOf,channel_models
antenna,cso#superTopicOf,space_time_code
antenna,cso#superTopicOf,space-time_codes
antenna,cso#superTopicOf,space_time_codes
antenna,cso#superTopicOf,varactor_diodes
packet_switching,cso#superTopicOf,atm_network
asynchronous_transfer_mode,cso#superTopicOf,atm_network
robots,cso#superTopicOf,autonomous_underwater_vehicles_%28auv%29
robot,cso#superTopicOf,autonomous_underwater_vehicles_%28auv%29
autonomous_underwater_vehicles_%28auv%29,cso#superTopicOf,submersibles
autonomous_underwater_vehicles_%28auv%29,cso#superTopicOf,underwater_equipment
autonomous_underwater_vehicles_%28auv%29,cso#superTopicOf,underwater_vehicles
autonomous_underwater_vehicles_%28auv%29,cso#superTopicOf,underwater_vehicle
autonomous_underwater_vehicles_%28auv%29,cso#superTopicOf,underwater_environments
autonomous_underwater_vehicles_%28auv%29,cso#superTopicOf,underwater_robotics
autonomous_underwater_vehicles_%28auv%29,cso#superTopicOf,surface_vehicles
autonomous_underwater_vehicles_%28auv%29,cso#superTopicOf,depth_control
autonomous_underwater_vehicles_%28auv%29,cso#superTopicOf,underwater_robots
autonomous_underwater_vehicles_%28auv%29,cso#superTopicOf,underwater_robot
information_theory,cso#superTopicOf,binary_code
binary_code,cso#superTopicOf,binary_coding
binary_code,cso#superTopicOf,dynamic_binary_translation
binary_code,cso#superTopicOf,binary_translation
binary_code,cso#superTopicOf,self-dual_codes
binary_code,cso#superTopicOf,cabac
binary_code,cso#superTopicOf,linear_codes
binary_code,cso#superTopicOf,linear_code
binary_code,cso#superTopicOf,cyclic_codes
binary_code,cso#superTopicOf,cyclic_code
binary_code,cso#superTopicOf,weight_distribution
binary_code,cso#superTopicOf,weight_distributions
finite_automata,cso#superTopicOf,binary_decision_diagrams_%28bdd%29
boolean_function,cso#superTopicOf,sensor_node_%28sn%29
boolean_function,cso#superTopicOf,computer_aided_logic_design
brain_computer_interface_%28bci%29,cso#superTopicOf,motor_imagery
brain_computer_interface_%28bci%29,cso#superTopicOf,eeg_signals
brain_computer_interface_%28bci%29,cso#superTopicOf,brain_activity
brain_computer_interface_%28bci%29,cso#superTopicOf,communication_aids_for_disabled
brain_computer_interface_%28bci%29,cso#superTopicOf,steady-state_visual_evoked_potentials
brain_computer_interface_%28bci%29,cso#superTopicOf,brain-computer_interfacing
brain_computer_interface_%28bci%29,cso#superTopicOf,electroencephalography_%28eeg%29
brain_computer_interface_%28bci%29,cso#superTopicOf,information_transfer_rate
brain_computer_interface_%28bci%29,cso#superTopicOf,brain_computer_interfaces_%28bcis%29
brain_computer_interface_%28bci%29,cso#superTopicOf,motor_disability
brain_computer_interface_%28bci%29,cso#superTopicOf,visual_stimulus
brain_computer_interface_%28bci%29,cso#superTopicOf,brain_machine_interface
brain_computer_interface_%28bci%29,cso#superTopicOf,brain-machine_interface
brain-computer_interfaces_%28bci%29,cso#superTopicOf,motor_imagery
brain-computer_interfaces_%28bci%29,cso#superTopicOf,eeg_signals
brain-computer_interfaces_%28bci%29,cso#superTopicOf,brain_activity
brain-computer_interfaces_%28bci%29,cso#superTopicOf,communication_aids_for_disabled
brain-computer_interfaces_%28bci%29,cso#superTopicOf,steady-state_visual_evoked_potentials
brain-computer_interfaces_%28bci%29,cso#superTopicOf,brain-computer_interfacing
brain-computer_interfaces_%28bci%29,cso#superTopicOf,electroencephalography_%28eeg%29
brain-computer_interfaces_%28bci%29,cso#superTopicOf,information_transfer_rate
brain-computer_interfaces_%28bci%29,cso#superTopicOf,brain_computer_interfaces_%28bcis%29
brain-computer_interfaces_%28bci%29,cso#superTopicOf,motor_disability
brain-computer_interfaces_%28bci%29,cso#superTopicOf,visual_stimulus
brain-computer_interfaces_%28bci%29,cso#superTopicOf,brain_machine_interface
brain-computer_interfaces_%28bci%29,cso#superTopicOf,brain-machine_interface
brain-computer_interfaces,cso#superTopicOf,motor_imagery
brain-computer_interfaces,cso#superTopicOf,eeg_signals
brain-computer_interfaces,cso#superTopicOf,brain_activity
brain-computer_interfaces,cso#superTopicOf,communication_aids_for_disabled
brain-computer_interfaces,cso#superTopicOf,steady-state_visual_evoked_potentials
brain-computer_interfaces,cso#superTopicOf,brain-computer_interfacing
brain-computer_interfaces,cso#superTopicOf,electroencephalography_%28eeg%29
brain-computer_interfaces,cso#superTopicOf,information_transfer_rate
brain-computer_interfaces,cso#superTopicOf,brain_computer_interfaces_%28bcis%29
brain-computer_interfaces,cso#superTopicOf,motor_disability
brain-computer_interfaces,cso#superTopicOf,visual_stimulus
brain-computer_interfaces,cso#superTopicOf,brain_machine_interface
brain-computer_interfaces,cso#superTopicOf,brain-machine_interface
built_in_self_test,cso#superTopicOf,bist
built_in_self_test,cso#superTopicOf,test_pattern_generator
built_in_self_test,cso#superTopicOf,test_pattern_generation
business_process,cso#superTopicOf,business_process_modelling
business_processes,cso#superTopicOf,business_process_modelling
business_process_modelling,cso#superTopicOf,bpmn
business_process_modelling,cso#superTopicOf,process_models
business_process_modelling,cso#superTopicOf,understandability
business_process_modelling,cso#superTopicOf,business_analysts
business_process_modelling,cso#superTopicOf,business_process_design
business_process_modelling,cso#superTopicOf,workflow_patterns
knowledge_based_systems,cso#superTopicOf,case_based_reasoning_%28cbr%29
knowledge-based_systems,cso#superTopicOf,case_based_reasoning_%28cbr%29
knowledge_based_systems,cso#superTopicOf,case-based_reasonings
knowledge-based_systems,cso#superTopicOf,case-based_reasonings
computer_systems,cso#superTopicOf,classification_performances
classification_performances,cso#superTopicOf,ensemble_classifiers
classification_performances,cso#superTopicOf,classification_models
classification_performances,cso#superTopicOf,hyperspectral_image_classification
classification_performances,cso#superTopicOf,music_genre_classification
network_coding,cso#superTopicOf,coding_schemes
cognitive_systems,cso#superTopicOf,cognitive_modelling
cognitive_modelling,cso#superTopicOf,act-r
wireless_telecommunication_systems,cso#superTopicOf,cognitive_radios
cognitive_radios,cso#superTopicOf,cognitive_radio_networks_%28crns%29
cognitive_radios,cso#superTopicOf,cognitive_radio_network_%28crn%29
cognitive_radios,cso#superTopicOf,cognitive_radio_network
cognitive_radios,cso#superTopicOf,cognitive_radio_networks
cognitive_radios,cso#superTopicOf,spectrum_sensing
cognitive_radios,cso#superTopicOf,transmit_power
cognitive_radios,cso#superTopicOf,spectrum_efficiency
cognitive_radios,cso#superTopicOf,fusion_center
cognitive_radios,cso#superTopicOf,timing_jitter
cognitive_radios,cso#superTopicOf,radio_resources
