subject,relation,object
cellular_automata_%28ca%29,cso#superTopicOf,cellular_automata_models
cellular_automata_%28ca%29,cso#superTopicOf,ca_model
cellular_automata_%28ca%29,cso#superTopicOf,discrete_dynamical_systems
cellular_automata_%28ca%29,cso#superTopicOf,gliders
artificial_intelligence,cso#superTopicOf,knowledge_based_systems
artificial_intelligence,cso#superTopicOf,knowledge-based_systems
artificial_intelligence,cso#superTopicOf,expert_systems
artificial_intelligence,cso#superTopicOf,expert_system
artificial_intelligence,cso#superTopicOf,multi_agent_system_%28mas%29
multi_agent_system_%28mas%29,cso#superTopicOf,software_agents
software_agents,cso#superTopicOf,agent_technology
software_agents,cso#superTopicOf,intelligent_software_agent
software_agents,cso#superTopicOf,agent-oriented
software_agents,cso#superTopicOf,agent_oriented_software_engineering
software_agents,cso#superTopicOf,agent-oriented_software_engineering
software_agents,cso#superTopicOf,agent-based_systems
software_agents,cso#superTopicOf,agent-based_system
multi_agent_system_%28mas%29,cso#superTopicOf,software_agent
software_agent,cso#superTopicOf,agent_technology
software_agent,cso#superTopicOf,intelligent_software_agent
software_agent,cso#superTopicOf,agent-oriented
software_agent,cso#superTopicOf,agent_oriented_software_engineering
software_agent,cso#superTopicOf,agent-oriented_software_engineering
software_agent,cso#superTopicOf,agent-based_systems
software_agent,cso#superTopicOf,agent-based_system
multi_agent_system_%28mas%29,cso#superTopicOf,intelligent_agents
intelligent_agents,cso#superTopicOf,intelligent_virtual_agents
intelligent_agents,cso#superTopicOf,learning_agents
intelligent_agents,cso#superTopicOf,agent_technology
intelligent_agents,cso#superTopicOf,agent_systems
intelligent_agents,cso#superTopicOf,multi-agent_technologies
intelligent_agents,cso#superTopicOf,multiagent_architecture
intelligent_agents,cso#superTopicOf,agent-oriented
intelligent_agents,cso#superTopicOf,intelligent_software_agent
intelligent_agents,cso#superTopicOf,distributed_artificial_intelligence
intelligent_agents,cso#superTopicOf,multi-agent_reinforcement_learning
intelligent_agents,cso#superTopicOf,reinforcement_learning_agent
intelligent_agents,cso#superTopicOf,agent_architectures
intelligent_agents,cso#superTopicOf,agent_architecture
intelligent_agents,cso#superTopicOf,multi-agent_learning
intelligent_agents,cso#superTopicOf,multiagent_learning
intelligent_agents,cso#superTopicOf,agent_oriented_software_engineering
intelligent_agents,cso#superTopicOf,agent-oriented_software_engineering
intelligent_agents,cso#superTopicOf,agent_based
agent_based,cso#superTopicOf,agent-based_approach
agent_based,cso#superTopicOf,agent-based_framework
agent_based,cso#superTopicOf,agent-based_architecture
intelligent_agents,cso#superTopicOf,agent-based
agent-based,cso#superTopicOf,agent-based_approach
agent-based,cso#superTopicOf,agent-based_framework
agent-based,cso#superTopicOf,agent-based_architecture
intelligent_agents,cso#superTopicOf,agent-based_systems
intelligent_agents,cso#superTopicOf,agent-based_system
intelligent_agents,cso#superTopicOf,multi-agent_approach
intelligent_agents,cso#superTopicOf,multiagent_framework
intelligent_agents,cso#superTopicOf,stabilizers_%28agents%29
intelligent_agents,cso#superTopicOf,agent_model
intelligent_agents,cso#superTopicOf,pedagogical_agents
intelligent_agents,cso#superTopicOf,ambient_assisted_living
intelligent_agents,cso#superTopicOf,embodied_agent
intelligent_agents,cso#superTopicOf,embodied_agents
autonomous_agents,cso#superTopicOf,distributed_artificial_intelligence
autonomous_agents,cso#superTopicOf,multi-agent_reinforcement_learning
autonomous_agents,cso#superTopicOf,multiagent_learning
autonomous_agents,cso#superTopicOf,agent_oriented_software_engineering
autonomous_agents,cso#superTopicOf,agent-oriented_software_engineering
autonomous_agents,cso#superTopicOf,agent_model
truthful_mechanisms,cso#superTopicOf,algorithmic_mechanism_design
mechanism_design,cso#superTopicOf,auction_mechanisms
autonomous_agent,cso#superTopicOf,distributed_artificial_intelligence
autonomous_agent,cso#superTopicOf,multi-agent_reinforcement_learning
autonomous_agent,cso#superTopicOf,multiagent_learning
autonomous_agent,cso#superTopicOf,agent_oriented_software_engineering
autonomous_agent,cso#superTopicOf,agent-oriented_software_engineering
autonomous_agent,cso#superTopicOf,agent_model
agent_based_simulation,cso#superTopicOf,agent-based_simulation_models
agent_based_simulation,cso#superTopicOf,agent-based_modelling
agent-based_simulation,cso#superTopicOf,agent-based_simulation_models
agent-based_simulation,cso#superTopicOf,agent-based_modelling
multi-agents,cso#superTopicOf,multi-agent_model
multi_agent,cso#superTopicOf,multi-agent_model
multi-agent,cso#superTopicOf,multi-agent_model
intelligent_agent,cso#superTopicOf,intelligent_software_agent
intelligent_agent,cso#superTopicOf,distributed_artificial_intelligence
intelligent_agent,cso#superTopicOf,multi-agent_reinforcement_learning
intelligent_agent,cso#superTopicOf,reinforcement_learning_agent
intelligent_agent,cso#superTopicOf,multiagent_learning
intelligent_agent,cso#superTopicOf,agent_oriented_software_engineering
intelligent_agent,cso#superTopicOf,agent-oriented_software_engineering
intelligent_agent,cso#superTopicOf,agent-based
intelligent_agent,cso#superTopicOf,agent-based_systems
intelligent_agent,cso#superTopicOf,agent-based_system
intelligent_agent,cso#superTopicOf,agent_model
intelligent_agent,cso#superTopicOf,pedagogical_agents
intelligent_agent,cso#superTopicOf,embodied_agent
intelligent_agent,cso#superTopicOf,embodied_agents
multi_agent_system_%28mas%29,cso#superTopicOf,agent-based_simulation
multi_agent_system_%28mas%29,cso#superTopicOf,multi-agent_simulation
multi_agent_system_%28mas%29,cso#superTopicOf,epistemic_logic
multi_agent_system_%28mas%29,cso#superTopicOf,stigmergy
multi_agent_system_%28mas%29,cso#superTopicOf,stochastic_game
multi_agent_system_%28mas%29,cso#superTopicOf,stochastic_games
evolutionary_game_theory,cso#superTopicOf,replicator_dynamics
evolutionary_game_theory,cso#superTopicOf,evolution_of_cooperation
distributed_architecture,cso#superTopicOf,centralized_architecture
distributed_architectures,cso#superTopicOf,centralized_architecture
artificial_intelligence,cso#superTopicOf,multi-agent_system
multi-agent_system,cso#superTopicOf,software_agents
multi-agent_system,cso#superTopicOf,software_agent
multi-agent_system,cso#superTopicOf,intelligent_agents
multi-agent_system,cso#superTopicOf,intelligent_agent
multi-agent_system,cso#superTopicOf,autonomous_agents
multi-agent_system,cso#superTopicOf,autonomous_agent
multi-agent_system,cso#superTopicOf,consensus_problems
multi-agent_system,cso#superTopicOf,formation_control
multi-agent_system,cso#superTopicOf,agent_based_simulation
multi-agent_system,cso#superTopicOf,agent-based_simulation
multi-agent_system,cso#superTopicOf,multi_agent_simulation
multi-agent_system,cso#superTopicOf,multi-agent_simulation
multi-agent_system,cso#superTopicOf,mobile_agents
multi-agent_system,cso#superTopicOf,mobile_agent
multi-agent_system,cso#superTopicOf,coordination_mechanisms
multi-agent_system,cso#superTopicOf,coordination_mechanism
multi-agent_system,cso#superTopicOf,multi-agents
multi-agent_system,cso#superTopicOf,multi_agent
multi-agent_system,cso#superTopicOf,multi-agent
multi-agent_system,cso#superTopicOf,epistemic_logic
multi-agent_system,cso#superTopicOf,stigmergy
multi-agent_system,cso#superTopicOf,strongly_connected
multi-agent_system,cso#superTopicOf,solution_concepts
multi-agent_system,cso#superTopicOf,deontic_logic
multi-agent_system,cso#superTopicOf,stochastic_game
multi-agent_system,cso#superTopicOf,stochastic_games
artificial_intelligence,cso#superTopicOf,multi-agent_systems
multi-agent_systems,cso#superTopicOf,software_agents
multi-agent_systems,cso#superTopicOf,software_agent
multi-agent_systems,cso#superTopicOf,intelligent_agents
multi-agent_systems,cso#superTopicOf,intelligent_agent
multi-agent_systems,cso#superTopicOf,autonomous_agents
multi-agent_systems,cso#superTopicOf,autonomous_agent
multi-agent_systems,cso#superTopicOf,consensus_problems
multi-agent_systems,cso#superTopicOf,formation_control
multi-agent_systems,cso#superTopicOf,agent_based_simulation
multi-agent_systems,cso#superTopicOf,agent-based_simulation
multi-agent_systems,cso#superTopicOf,multi_agent_simulation
multi-agent_systems,cso#superTopicOf,multi-agent_simulation
multi-agent_systems,cso#superTopicOf,mobile_agents
multi-agent_systems,cso#superTopicOf,mobile_agent
multi-agent_systems,cso#superTopicOf,coordination_mechanisms
multi-agent_systems,cso#superTopicOf,coordination_mechanism
multi-agent_systems,cso#superTopicOf,multi-agents
multi-agent_systems,cso#superTopicOf,multi_agent
multi-agent_systems,cso#superTopicOf,multi-agent
multi-agent_systems,cso#superTopicOf,epistemic_logic
multi-agent_systems,cso#superTopicOf,stigmergy
multi-agent_systems,cso#superTopicOf,strongly_connected
multi-agent_systems,cso#superTopicOf,solution_concepts
multi-agent_systems,cso#superTopicOf,deontic_logic
multi-agent_systems,cso#superTopicOf,stochastic_game
multi-agent_systems,cso#superTopicOf,stochastic_games
artificial_intelligence,cso#superTopicOf,multi_agent_systems
multi_agent_systems,cso#superTopicOf,software_agents
multi_agent_systems,cso#superTopicOf,software_agent
multi_agent_systems,cso#superTopicOf,intelligent_agents
multi_agent_systems,cso#superTopicOf,agent-based_simulation
multi_agent_systems,cso#superTopicOf,multi-agent_simulation
multi_agent_systems,cso#superTopicOf,epistemic_logic
multi_agent_systems,cso#superTopicOf,stigmergy
multi_agent_systems,cso#superTopicOf,stochastic_game
multi_agent_systems,cso#superTopicOf,stochastic_games
artificial_intelligence,cso#superTopicOf,multiagent_systems
multiagent_systems,cso#superTopicOf,software_agents
multiagent_systems,cso#superTopicOf,software_agent
multiagent_systems,cso#superTopicOf,intelligent_agents
multiagent_systems,cso#superTopicOf,intelligent_agent
multiagent_systems,cso#superTopicOf,autonomous_agents
multiagent_systems,cso#superTopicOf,autonomous_agent
multiagent_systems,cso#superTopicOf,consensus_problems
multiagent_systems,cso#superTopicOf,formation_control
multiagent_systems,cso#superTopicOf,agent_based_simulation
multiagent_systems,cso#superTopicOf,agent-based_simulation
multiagent_systems,cso#superTopicOf,multi_agent_simulation
multiagent_systems,cso#superTopicOf,multi-agent_simulation
multiagent_systems,cso#superTopicOf,mobile_agents
multiagent_systems,cso#superTopicOf,mobile_agent
multiagent_systems,cso#superTopicOf,coordination_mechanisms
multiagent_systems,cso#superTopicOf,coordination_mechanism
multiagent_systems,cso#superTopicOf,multi-agents
multiagent_systems,cso#superTopicOf,multi_agent
multiagent_systems,cso#superTopicOf,multi-agent
multiagent_systems,cso#superTopicOf,epistemic_logic
multiagent_systems,cso#superTopicOf,stigmergy
multiagent_systems,cso#superTopicOf,strongly_connected
multiagent_systems,cso#superTopicOf,solution_concepts
multiagent_systems,cso#superTopicOf,deontic_logic
multiagent_systems,cso#superTopicOf,stochastic_game
multiagent_systems,cso#superTopicOf,stochastic_games
artificial_intelligence,cso#superTopicOf,intelligent_robots
artificial_intelligence,cso#superTopicOf,ambient_intelligence
artificial_intelligence,cso#superTopicOf,heuristic_programming
computer_game,cso#superTopicOf,digital_games
computer_game,cso#superTopicOf,non-player_character
computer_game,cso#superTopicOf,game_environment
game_design,cso#superTopicOf,game_experience
role-playing_game,cso#superTopicOf,mmorpgs
role-playing_game,cso#superTopicOf,mmorpg
computer_games,cso#superTopicOf,digital_games
computer_games,cso#superTopicOf,non-player_character
computer_games,cso#superTopicOf,game_environment
artificial_intelligence,cso#superTopicOf,intelligent_tutoring
intelligent_tutoring,cso#superTopicOf,pedagogical_agents
artificial_intelligence,cso#superTopicOf,intelligent_tutoring_system
intelligent_tutoring_system,cso#superTopicOf,tutoring_system
intelligent_tutoring_system,cso#superTopicOf,pedagogical_agents
artificial_intelligence,cso#superTopicOf,intelligent_tutoring_systems
intelligent_tutoring_systems,cso#superTopicOf,tutoring_system
intelligent_tutoring_systems,cso#superTopicOf,pedagogical_agents
artificial_intelligence,cso#superTopicOf,intelligence_analysis
artificial_intelligence,cso#superTopicOf,ai_planning
artificial_intelligence,cso#superTopicOf,planning_algorithms
artificial_intelligence,cso#superTopicOf,constraint_satisfaction_problems_%28csp%29
software_engineering,cso#superTopicOf,knowledge_engineering
software_engineering,cso#superTopicOf,requirements_engineering
requirements_engineering,cso#superTopicOf,software_requirements
software_requirements,cso#superTopicOf,software_requirements_specifications
requirements_engineering,cso#superTopicOf,system_requirements
requirements_engineering,cso#superTopicOf,requirements_management
requirements_engineering,cso#superTopicOf,requirements_models
requirements_models,cso#superTopicOf,requirements_modeling
requirements_engineering,cso#superTopicOf,goal_models
requirements_engineering,cso#superTopicOf,requirements_specifications
requirements_engineering,cso#superTopicOf,requirements_specification
sysml,cso#superTopicOf,model-based_systems_engineering
security_requirements,cso#superTopicOf,secure_software
software_quality,cso#superTopicOf,testing_and_debugging
testing_and_debugging,cso#superTopicOf,software_bug
testing_and_debugging,cso#superTopicOf,symbolic_execution
testing_and_debugging,cso#superTopicOf,software_defects
software_defects,cso#superTopicOf,software_defect_prediction
testing_and_debugging,cso#superTopicOf,bug_tracking_system
testing_and_debugging,cso#superTopicOf,debugging_process
testing_and_debugging,cso#superTopicOf,software_failure
testing_and_debugging,cso#superTopicOf,software_fault
testing_and_debugging,cso#superTopicOf,software_faults
static_analysis,cso#superTopicOf,program_analysis
static_analysis,cso#superTopicOf,static_program_analysis
static_analysis,cso#superTopicOf,static_and_dynamic_analysis
static_analysis,cso#superTopicOf,c_programs
static_analysis,cso#superTopicOf,inter-procedural
static_analysis,cso#superTopicOf,pointer_analysis
static_analysis,cso#superTopicOf,points-to_analysis
static_analysis,cso#superTopicOf,data_races
static_analysis,cso#superTopicOf,abstract_interpretations
static_analysis,cso#superTopicOf,abstract_interpretation
software_maintenance,cso#superTopicOf,maintenance_tasks
clone_detection,cso#superTopicOf,code_clone
source_codes,cso#superTopicOf,refactorings
source_codes,cso#superTopicOf,refactoring
source_codes,cso#superTopicOf,program_comprehension
source_codes,cso#superTopicOf,open_source_software_development
source_codes,cso#superTopicOf,open_source_projects
source_codes,cso#superTopicOf,open_source_software_projects
source_codes,cso#superTopicOf,source_code_analysis
source_codes,cso#superTopicOf,code_clone
source_code,cso#superTopicOf,refactorings
source_code,cso#superTopicOf,refactoring
source_code,cso#superTopicOf,program_comprehension
source_code,cso#superTopicOf,open_source_software_development
source_code,cso#superTopicOf,open_source_projects
source_code,cso#superTopicOf,open_source_software_projects
source_code,cso#superTopicOf,source_code_analysis
source_code,cso#superTopicOf,code_clone
software_quality,cso#superTopicOf,debugging
debugging,cso#superTopicOf,software_bug
debugging,cso#superTopicOf,symbolic_execution
debugging,cso#superTopicOf,software_defects
debugging,cso#superTopicOf,bug_tracking_system
debugging,cso#superTopicOf,debugging_process
debugging,cso#superTopicOf,software_failure
debugging,cso#superTopicOf,software_fault
debugging,cso#superTopicOf,software_faults
software_quality,cso#superTopicOf,program_debugging
program_debugging,cso#superTopicOf,fault_localization
program_debugging,cso#superTopicOf,software_bug
program_debugging,cso#superTopicOf,debugging_tools
program_debugging,cso#superTopicOf,symbolic_execution
program_debugging,cso#superTopicOf,data_races
program_debugging,cso#superTopicOf,software_defects
program_debugging,cso#superTopicOf,bug-fixing
program_debugging,cso#superTopicOf,bug_tracking_system
program_debugging,cso#superTopicOf,program_dependence_graph
program_debugging,cso#superTopicOf,dynamic_slicing
program_debugging,cso#superTopicOf,debugging_process
program_debugging,cso#superTopicOf,sequential_programs
program_debugging,cso#superTopicOf,software_failure
program_debugging,cso#superTopicOf,software_fault
program_debugging,cso#superTopicOf,software_faults
program_debugging,cso#superTopicOf,execution_trace
program_debugging,cso#superTopicOf,execution_traces
software_quality,cso#superTopicOf,software_debugging
software_debugging,cso#superTopicOf,fault_localization
software_debugging,cso#superTopicOf,software_bug
software_debugging,cso#superTopicOf,debugging_tools
software_debugging,cso#superTopicOf,symbolic_execution
software_debugging,cso#superTopicOf,data_races
software_debugging,cso#superTopicOf,software_defects
software_debugging,cso#superTopicOf,bug-fixing
software_debugging,cso#superTopicOf,bug_tracking_system
software_debugging,cso#superTopicOf,program_dependence_graph
software_debugging,cso#superTopicOf,dynamic_slicing
software_debugging,cso#superTopicOf,debugging_process
software_debugging,cso#superTopicOf,sequential_programs
software_debugging,cso#superTopicOf,software_failure
software_debugging,cso#superTopicOf,software_fault
software_debugging,cso#superTopicOf,software_faults
software_debugging,cso#superTopicOf,execution_trace
software_debugging,cso#superTopicOf,execution_traces
software_quality,cso#superTopicOf,quality_model
software_quality,cso#superTopicOf,quality_modeling
software_quality,cso#superTopicOf,quality_models
software_quality,cso#superTopicOf,software_quality_models
software_quality,cso#superTopicOf,fault_prevention
software_quality,cso#superTopicOf,fault_tolerance
fault_tolerance,cso#superTopicOf,fault-tolerance_capability
fault_tolerance,cso#superTopicOf,fault_injection
fault_injection,cso#superTopicOf,hardware_faults
high_availability,cso#superTopicOf,failover
fault_tolerance,cso#superTopicOf,node_failure
soft_error,cso#superTopicOf,radiation_hardening
soft_errors,cso#superTopicOf,radiation_hardening
fault_tolerance,cso#superTopicOf,fault_tolerant_control
fault_tolerance,cso#superTopicOf,fault-tolerant_control
fault_tolerance,cso#superTopicOf,fault-tolerant_systems
fault_tolerance,cso#superTopicOf,node-disjoint_paths
fault_tolerance,cso#superTopicOf,fault_tolerant_routing
fault_tolerant_routing,cso#superTopicOf,fault-tolerant_routing_algorithm
fault_tolerance,cso#superTopicOf,fault-tolerant_routing
fault-tolerant_routing,cso#superTopicOf,fault-tolerant_routing_algorithm
checkpointing_techniques,cso#superTopicOf,rollback_recovery
checkpointing_techniques,cso#superTopicOf,message_logging
networks_on_chips,cso#superTopicOf,noc_architectures
noc_architectures,cso#superTopicOf,network-on-chip_architectures
noc_architectures,cso#superTopicOf,noc_design
noc,cso#superTopicOf,mpsoc
on-chip_networks,cso#superTopicOf,on-chip_interconnection_network
networks-on-chip,cso#superTopicOf,noc_architectures
network-on-chip_%28noc%29,cso#superTopicOf,virtual_channels
network-on-chip_%28noc%29,cso#superTopicOf,on-chip_networks
network-on-chip_%28noc%29,cso#superTopicOf,multiprocessor_system_on_chips
chip_multiprocessor,cso#superTopicOf,shared_cache
chip_multiprocessor,cso#superTopicOf,in-chip
chip_multiprocessor,cso#superTopicOf,cmp
chip_multiprocessor,cso#superTopicOf,multi-threaded_application
chip_multiprocessor,cso#superTopicOf,coherence_protocol
chip_multiprocessor,cso#superTopicOf,off-chip_memories
chip_multiprocessor,cso#superTopicOf,full-system_simulation
l2_cache,cso#superTopicOf,cache_blocks
chip_multiprocessors,cso#superTopicOf,shared_cache
chip_multiprocessors,cso#superTopicOf,in-chip
chip_multiprocessors,cso#superTopicOf,cmp
chip_multiprocessors,cso#superTopicOf,multi-threaded_application
chip_multiprocessors,cso#superTopicOf,coherence_protocol
chip_multiprocessors,cso#superTopicOf,off-chip_memories
chip_multiprocessors,cso#superTopicOf,full-system_simulation
network_on_chip,cso#superTopicOf,virtual_channels
network_on_chip,cso#superTopicOf,on-chip_networks
network_on_chip,cso#superTopicOf,multiprocessor_system_on_chips
network-on-chip,cso#superTopicOf,virtual_channels
network-on-chip,cso#superTopicOf,on-chip_networks
network-on-chip,cso#superTopicOf,multiprocessor_system_on_chips
erasure_codes,cso#superTopicOf,erasure_coding
software_quality,cso#superTopicOf,fault-tolerance
fault-tolerance,cso#superTopicOf,fault_tolerance_mechanisms
fault-tolerance,cso#superTopicOf,fault_tolerance_techniques
fault-tolerance,cso#superTopicOf,fault-tolerance_capability
fault-tolerance,cso#superTopicOf,self-stabilization
fault-tolerance,cso#superTopicOf,transient_faults
fault-tolerance,cso#superTopicOf,fault_injection
fault-tolerance,cso#superTopicOf,high_availability
fault-tolerance,cso#superTopicOf,node_failure
fault-tolerance,cso#superTopicOf,rollback_recovery
fault-tolerance,cso#superTopicOf,message_logging
fault-tolerance,cso#superTopicOf,soft_error
fault-tolerance,cso#superTopicOf,soft_errors
fault-tolerance,cso#superTopicOf,fault_tolerant_control
fault-tolerance,cso#superTopicOf,fault-tolerant_control
fault-tolerance,cso#superTopicOf,byzantine_fault_tolerance
fault-tolerance,cso#superTopicOf,byzantine_fault
fault-tolerance,cso#superTopicOf,failure_recovery
fault-tolerance,cso#superTopicOf,replication_strategies
fault-tolerance,cso#superTopicOf,fault-tolerant_systems
fault-tolerance,cso#superTopicOf,node-disjoint_paths
fault-tolerance,cso#superTopicOf,fault_tolerant_routing
fault-tolerance,cso#superTopicOf,fault-tolerant_routing
fault-tolerance,cso#superTopicOf,failure_detectors
fault-tolerance,cso#superTopicOf,failure_detector
software_quality,cso#superTopicOf,fault_forecasting
software_quality,cso#superTopicOf,software_quality_framework
software_quality,cso#superTopicOf,software_quality_criteria
software_quality,cso#superTopicOf,software_quality_planning
software_quality,cso#superTopicOf,software_quality_control
software_quality,cso#superTopicOf,verification_and_validation
verification,cso#superTopicOf,code_inspection
verification,cso#superTopicOf,program_verification
verification,cso#superTopicOf,software_verification
verification,cso#superTopicOf,formal_verification
verification,cso#superTopicOf,formal_verifications
verification,cso#superTopicOf,symbolic_execution
verification,cso#superTopicOf,model_based_testing
verification,cso#superTopicOf,model-based_testing
verification,cso#superTopicOf,hoare_logic
verification,cso#superTopicOf,safety_critical_software
verification,cso#superTopicOf,run-time_verification
component-based_systems,cso#superTopicOf,component-based_framework
component-based_systems,cso#superTopicOf,component_repository
component-based_systems,cso#superTopicOf,component_selection
component-based_systems,cso#superTopicOf,component_behavior
component-based_systems,cso#superTopicOf,component_model_semantics
component-based_systems,cso#superTopicOf,component_integration
component-based_systems,cso#superTopicOf,component_model
component-based_systems,cso#superTopicOf,component_models
component-based_systems,cso#superTopicOf,component_based_approach
component_based_systems,cso#superTopicOf,component-based_framework
component_based_systems,cso#superTopicOf,component_model_semantics
component_based_systems,cso#superTopicOf,component_model
component_based_systems,cso#superTopicOf,component_models
component-based_software_engineering,cso#superTopicOf,component-based_framework
component-based_software_engineering,cso#superTopicOf,component_repository
component-based_software_engineering,cso#superTopicOf,component_selection
component-based_software_engineering,cso#superTopicOf,component_behavior
component-based_software_engineering,cso#superTopicOf,component_model_semantics
component-based_software_engineering,cso#superTopicOf,component_integration
component-based_software_engineering,cso#superTopicOf,component_model
component-based_software_engineering,cso#superTopicOf,component_models
component-based_software_engineering,cso#superTopicOf,component_based_approach
software_component,cso#superTopicOf,component-based_framework
software_component,cso#superTopicOf,component_repository
software_component,cso#superTopicOf,component_selection
software_component,cso#superTopicOf,component_behavior
software_component,cso#superTopicOf,component_model_semantics
software_component,cso#superTopicOf,component_integration
software_component,cso#superTopicOf,component_model
software_component,cso#superTopicOf,component_models
software_component,cso#superTopicOf,component_based_approach
component_based_software,cso#superTopicOf,component-based_framework
component_based_software,cso#superTopicOf,component_repository
component_based_software,cso#superTopicOf,component_selection
component_based_software,cso#superTopicOf,component_behavior
component_based_software,cso#superTopicOf,component_model_semantics
component_based_software,cso#superTopicOf,component_integration
component_based_software,cso#superTopicOf,component_model
component_based_software,cso#superTopicOf,component_models
component_based_software,cso#superTopicOf,component_based_approach
component_based,cso#superTopicOf,component-based_framework
component_based,cso#superTopicOf,component_model_semantics
component_based,cso#superTopicOf,component_model
component_based,cso#superTopicOf,component_models
component-based_software,cso#superTopicOf,component-based_framework
component-based_software,cso#superTopicOf,component_repository
component-based_software,cso#superTopicOf,component_selection
component-based_software,cso#superTopicOf,component_behavior
component-based_software,cso#superTopicOf,component_model_semantics
component-based_software,cso#superTopicOf,component_integration
component-based_software,cso#superTopicOf,component_model
component-based_software,cso#superTopicOf,component_models
component-based_software,cso#superTopicOf,component_based_approach
systemc,cso#superTopicOf,transaction_level_modeling
systemc,cso#superTopicOf,system-level_modeling
software_systems,cso#superTopicOf,software_evolution
software_evolution,cso#superTopicOf,software_change
software_evolution,cso#superTopicOf,mining_software_repositories
software_evolution,cso#superTopicOf,software_repositories
software_systems,cso#superTopicOf,software_maintenance
software_systems,cso#superTopicOf,program_comprehension
software_systems,cso#superTopicOf,complex_software_systems
software_systems,cso#superTopicOf,component-based_software_systems
software_systems,cso#superTopicOf,non-functional_requirements
software_systems,cso#superTopicOf,refactorings
software_systems,cso#superTopicOf,refactoring
software_systems,cso#superTopicOf,open_source_system
software_systems,cso#superTopicOf,impact_analysis
software_systems,cso#superTopicOf,self-adaptive_software
software_systems,cso#superTopicOf,software_aging
software_rejuvenation,cso#superTopicOf,software_aging
software_systems,cso#superTopicOf,execution_trace
software_systems,cso#superTopicOf,execution_traces
software_metrics,cso#superTopicOf,iso%2Fiec_9126-i
software_metrics,cso#superTopicOf,software_measurement
software_metrics,cso#superTopicOf,complexity_metrics
quality_of_softwares,cso#superTopicOf,testing_and_debugging
quality_of_softwares,cso#superTopicOf,debugging
quality_of_softwares,cso#superTopicOf,program_debugging
quality_of_softwares,cso#superTopicOf,software_debugging
quality_of_softwares,cso#superTopicOf,quality_model
quality_of_softwares,cso#superTopicOf,quality_modeling
quality_of_softwares,cso#superTopicOf,quality_models
quality_of_softwares,cso#superTopicOf,software_quality_models
quality_of_softwares,cso#superTopicOf,fault_prevention
quality_of_softwares,cso#superTopicOf,fault_tolerance
quality_of_softwares,cso#superTopicOf,fault-tolerance
quality_of_softwares,cso#superTopicOf,fault_forecasting
quality_of_softwares,cso#superTopicOf,software_quality_framework
quality_of_softwares,cso#superTopicOf,software_quality_criteria
quality_of_softwares,cso#superTopicOf,software_quality_planning
quality_of_softwares,cso#superTopicOf,software_quality_control
quality_of_softwares,cso#superTopicOf,verification_and_validation
quality_of_softwares,cso#superTopicOf,software_quality_assurance
quality_of_softwares,cso#superTopicOf,software_metrics
quality_of_softwares,cso#superTopicOf,software_product_quality
reengineering,cso#superTopicOf,reverse_engineers
reengineering,cso#superTopicOf,process_reengineering
reengineering,cso#superTopicOf,software_reengineering
reengineering,cso#superTopicOf,business_process_reengineering_%28bpr%29
reengineering,cso#superTopicOf,business_process_re-engineering
reengineering,cso#superTopicOf,business_process_reengineering
reengineering,cso#superTopicOf,legacy_systems
legacy_systems,cso#superTopicOf,legacy_migration
legacy_systems,cso#superTopicOf,legacy_software
legacy_systems,cso#superTopicOf,legacy_applications
legacy_systems,cso#superTopicOf,legacy_code
reengineering,cso#superTopicOf,legacy_system
legacy_system,cso#superTopicOf,legacy_migration
legacy_system,cso#superTopicOf,legacy_software
legacy_system,cso#superTopicOf,legacy_applications
legacy_system,cso#superTopicOf,legacy_code
re-engineering,cso#superTopicOf,process_reengineering
re-engineering,cso#superTopicOf,software_reengineering
re-engineering,cso#superTopicOf,business_process_reengineering_%28bpr%29
re-engineering,cso#superTopicOf,business_process_re-engineering
re-engineering,cso#superTopicOf,business_process_reengineering
re-engineering,cso#superTopicOf,legacy_systems
re-engineering,cso#superTopicOf,legacy_system
aspect-oriented,cso#superTopicOf,aspect-oriented_software
aspect-oriented,cso#superTopicOf,join_point
aspect-oriented,cso#superTopicOf,crosscutting_concerns
software_products,cso#superTopicOf,software_process_improvement
software_products,cso#superTopicOf,software_process_improvements
software_products,cso#superTopicOf,software_development
software_products,cso#superTopicOf,software_development_process
software_products,cso#superTopicOf,software_organization
software_products,cso#superTopicOf,software_process_modeling
software_products,cso#superTopicOf,software_effort_estimation
software_products,cso#superTopicOf,project_failures
software_products,cso#superTopicOf,software_process_models
software_project,cso#superTopicOf,software_process_improvement
software_project,cso#superTopicOf,software_process_improvements
software_project,cso#superTopicOf,software_development
software_project,cso#superTopicOf,software_development_process
software_project,cso#superTopicOf,software_organization
software_project,cso#superTopicOf,software_process_modeling
software_project,cso#superTopicOf,software_effort_estimation
software_project,cso#superTopicOf,project_failures
software_project,cso#superTopicOf,software_process_models
software_projects,cso#superTopicOf,software_process_improvement
software_projects,cso#superTopicOf,software_process_improvements
software_projects,cso#superTopicOf,software_development
software_projects,cso#superTopicOf,software_development_process
software_projects,cso#superTopicOf,software_organization
software_projects,cso#superTopicOf,software_process_modeling
software_projects,cso#superTopicOf,software_effort_estimation
software_projects,cso#superTopicOf,project_failures
software_projects,cso#superTopicOf,software_process_models
software_process,cso#superTopicOf,software_process_improvement
software_process,cso#superTopicOf,software_process_improvements
software_process,cso#superTopicOf,software_development
software_process,cso#superTopicOf,software_development_process
