Subdirectory,2015,2016,2017,2018,2019,2020,2021,2022
431,0.0,0.0111074086415639,0.0330625354241451,0.0558364612091695,0.0563291424451354,0.0798157396638617,0.1369409498585445,0.1538893869849723
7126,0.0120831319478008,0.0092544035536909,0.0041530826255788,0.0,0.011099339084809,0.0043785712721938,,
7121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118273211117681
8311,0.0,0.0,0.0,0.0286123032904148,0.0,0.0189322226429382,0.0,0.0264200792602377
2511,0.5267048604694142,0.7952476765354028,1.9152319712369492,3.586443806398688,3.5573706872655366,4.2644461266717135,5.967491166077739,6.36978579481398
2512,1.0542442419049105,1.2277756123886907,2.020324138440562,3.766740073474936,5.158547472167623,7.901216453531291,11.73144463860861,12.396080760095012
2513,0.4279982166740971,0.5831798649478207,1.333850876883447,2.581656219069614,3.77694285149298,5.76452259069664,9.146352465671855,10.612651135358302
2514,1.149107019244081,1.0653645544334702,1.3172477122320383,1.8000334112930172,2.7668611106215746,4.178889793137384,6.336906453140472,6.5958916166772745
2519,0.2710027100271002,0.3330373001776199,0.4864580594267683,0.7657818513669008,0.9357174902262386,1.5592637461409198,2.10367938722473,2.389554087530966
