Job ID,2015,2016,2017,2018,2019,2020,2021,2022
2511,6.0,15.0,26.0,30.0,27.0,25.0,29.0,34.0
2512,18.0,23.0,29.0,31.0,32.0,33.0,31.0,30.0
2513,5.0,10.0,17.0,22.0,25.0,23.0,24.0,25.0
2514,10.0,12.0,17.0,23.0,22.0,26.0,28.0,25.0
2519,6.0,9.0,11.0,18.0,12.0,17.0,17.0,18.0
431,0.0,1.0,1.0,8.0,4.0,4.0,7.0,5.0
7121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7126,1.0,2.0,1.0,0.0,6.0,4.0,,
8311,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
