Job ID,2015,2016,2017,2018,2019,2020,2021,2022
2511,18.0,30.0,40.0,47.0,48.0,47.0,52.0,54.0
2512,35.0,45.0,44.0,56.0,54.0,56.0,62.0,59.0
2513,13.0,22.0,32.0,37.0,39.0,38.0,41.0,42.0
2514,18.0,24.0,32.0,41.0,37.0,42.0,44.0,43.0
2519,16.0,19.0,20.0,30.0,25.0,30.0,29.0,29.0
431,7.0,9.0,9.0,19.0,13.0,11.0,18.0,15.0
7121,0.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0
7126,6.0,8.0,8.0,10.0,14.0,12.0,,
8311,0.0,1.0,0.0,4.0,5.0,4.0,2.0,4.0
