Original URL,Link Type,Link Subtype,Links
https://cso.kmi.open.ac.uk/topics/constant_false_alarm_rate_%28cfar%29,other,same as,http://www.wikidata.org/entity/Q644307
https://cso.kmi.open.ac.uk/topics/constant_false_alarm_rate_%28cfar%29,other,same as,http://rdf.freebase.com/ns/m.025x9ms
https://cso.kmi.open.ac.uk/topics/constant_false_alarm_rate_%28cfar%29,other,same as,http://yago-knowledge.org/resource/Constant_false_alarm_rate
https://cso.kmi.open.ac.uk/topics/constant_false_alarm_rate_%28cfar%29,wikipedia,related link,http://en.wikipedia.org/wiki/Constant_false_alarm_rate
https://cso.kmi.open.ac.uk/topics/motion_detection,dbpedia,same as,http://dbpedia.org/resource/Motion_detection
https://cso.kmi.open.ac.uk/topics/motion_detection,other,same as,http://www.wikidata.org/entity/Q852453
https://cso.kmi.open.ac.uk/topics/motion_detection,other,same as,http://rdf.freebase.com/ns/m.03_3wl
https://cso.kmi.open.ac.uk/topics/motion_detection,other,same as,http://yago-knowledge.org/resource/Motion_detection
https://cso.kmi.open.ac.uk/topics/motion_detection,other,related link,https://academic.microsoft.com/#/detail/2780624872
https://cso.kmi.open.ac.uk/topics/motion_detection,wikipedia,related link,http://en.wikipedia.org/wiki/Motion_detection
https://cso.kmi.open.ac.uk/topics/hardware_platform,other,related link,https://academic.microsoft.com/#/detail/2778991430
https://cso.kmi.open.ac.uk/topics/wireless_sensor_network,dbpedia,same as,http://dbpedia.org/resource/Wireless_sensor_network
https://cso.kmi.open.ac.uk/topics/wireless_sensor_network,other,same as,http://www.wikidata.org/entity/Q336038
https://cso.kmi.open.ac.uk/topics/wireless_sensor_network,other,same as,http://rdf.freebase.com/ns/m.043x2v
https://cso.kmi.open.ac.uk/topics/wireless_sensor_network,other,same as,http://yago-knowledge.org/resource/Wireless_sensor_network
https://cso.kmi.open.ac.uk/topics/wireless_sensor_network,other,related link,https://academic.microsoft.com/#/detail/24590314
https://cso.kmi.open.ac.uk/topics/wireless_sensor_network,wikipedia,related link,http://en.wikipedia.org/wiki/Wireless_sensor_network
https://cso.kmi.open.ac.uk/topics/congestion_control_%28communication%29,dbpedia,same as,http://dbpedia.org/resource/Network_congestion
https://cso.kmi.open.ac.uk/topics/congestion_control_%28communication%29,other,same as,http://www.wikidata.org/entity/Q180368
https://cso.kmi.open.ac.uk/topics/congestion_control_%28communication%29,other,same as,http://rdf.freebase.com/ns/m.027mmm
https://cso.kmi.open.ac.uk/topics/congestion_control_%28communication%29,other,same as,http://yago-knowledge.org/resource/Network_congestion
https://cso.kmi.open.ac.uk/topics/congestion_control_%28communication%29,wikipedia,related link,http://en.wikipedia.org/wiki/Network_congestion
https://cso.kmi.open.ac.uk/topics/rf_signal,dbpedia,same as,http://dbpedia.org/resource/Radio_frequency
https://cso.kmi.open.ac.uk/topics/rf_signal,other,same as,http://www.wikidata.org/entity/Q3396184
https://cso.kmi.open.ac.uk/topics/rf_signal,other,same as,http://rdf.freebase.com/ns/m.0bs3d
https://cso.kmi.open.ac.uk/topics/rf_signal,wikipedia,related link,http://en.wikipedia.org/wiki/Radio_frequency
https://cso.kmi.open.ac.uk/topics/low_density_parity_check_%28ldpc%29_codes,dbpedia,same as,http://dbpedia.org/resource/Parity_bit
https://cso.kmi.open.ac.uk/topics/low_density_parity_check_%28ldpc%29_codes,other,same as,http://www.wikidata.org/entity/Q625502
https://cso.kmi.open.ac.uk/topics/low_density_parity_check_%28ldpc%29_codes,other,same as,http://rdf.freebase.com/ns/m.01bm6t
https://cso.kmi.open.ac.uk/topics/low_density_parity_check_%28ldpc%29_codes,wikipedia,related link,http://en.wikipedia.org/wiki/Parity_bit
https://cso.kmi.open.ac.uk/topics/filtering_problems,dbpedia,same as,http://dbpedia.org/resource/Filtering_problem_(stochastic_processes)
https://cso.kmi.open.ac.uk/topics/filtering_problems,other,same as,http://www.wikidata.org/entity/Q5449244
https://cso.kmi.open.ac.uk/topics/filtering_problems,other,same as,http://rdf.freebase.com/ns/m.02w5kbv
https://cso.kmi.open.ac.uk/topics/filtering_problems,other,same as,http://yago-knowledge.org/resource/Filtering_problem_(stochastic_processes)
https://cso.kmi.open.ac.uk/topics/filtering_problems,wikipedia,related link,http://en.wikipedia.org/wiki/Filtering_problem_(stochastic_processes)
https://cso.kmi.open.ac.uk/topics/ber,other,related link,https://academic.microsoft.com/#/detail/33493656
https://cso.kmi.open.ac.uk/topics/optical_sensor,other,related link,https://academic.microsoft.com/#/detail/3400440
https://cso.kmi.open.ac.uk/topics/decision_diagram,other,related link,https://academic.microsoft.com/#/detail/3309909
https://cso.kmi.open.ac.uk/topics/fourier,other,related link,https://academic.microsoft.com/#/detail/2778537794
https://cso.kmi.open.ac.uk/topics/lossless_compression,dbpedia,same as,http://dbpedia.org/resource/Lossless_compression
https://cso.kmi.open.ac.uk/topics/lossless_compression,other,same as,http://www.wikidata.org/entity/Q55542
https://cso.kmi.open.ac.uk/topics/lossless_compression,other,same as,http://rdf.freebase.com/ns/m.04mh3
https://cso.kmi.open.ac.uk/topics/lossless_compression,other,same as,http://yago-knowledge.org/resource/Lossless_compression
https://cso.kmi.open.ac.uk/topics/lossless_compression,other,related link,https://academic.microsoft.com/#/detail/81081738
https://cso.kmi.open.ac.uk/topics/lossless_compression,wikipedia,related link,http://en.wikipedia.org/wiki/Lossless_compression
https://cso.kmi.open.ac.uk/topics/memory_controller,dbpedia,same as,http://dbpedia.org/resource/Memory_controller
https://cso.kmi.open.ac.uk/topics/memory_controller,other,same as,http://www.wikidata.org/entity/Q1175867
https://cso.kmi.open.ac.uk/topics/memory_controller,other,same as,http://rdf.freebase.com/ns/m.0dcrl3
https://cso.kmi.open.ac.uk/topics/memory_controller,other,same as,http://yago-knowledge.org/resource/Memory_controller
https://cso.kmi.open.ac.uk/topics/memory_controller,other,related link,https://academic.microsoft.com/#/detail/100800780
https://cso.kmi.open.ac.uk/topics/memory_controller,wikipedia,related link,http://en.wikipedia.org/wiki/Memory_controller
https://cso.kmi.open.ac.uk/topics/wavelet_packet_decomposition,other,related link,https://academic.microsoft.com/#/detail/155777637
https://cso.kmi.open.ac.uk/topics/swarm_intelligence,dbpedia,same as,http://dbpedia.org/resource/Swarm_intelligence
https://cso.kmi.open.ac.uk/topics/swarm_intelligence,other,same as,http://www.wikidata.org/entity/Q863960
https://cso.kmi.open.ac.uk/topics/swarm_intelligence,other,same as,http://rdf.freebase.com/ns/m.039ckx
https://cso.kmi.open.ac.uk/topics/swarm_intelligence,other,same as,http://yago-knowledge.org/resource/Swarm_intelligence
https://cso.kmi.open.ac.uk/topics/swarm_intelligence,other,related link,https://academic.microsoft.com/#/detail/119487961
https://cso.kmi.open.ac.uk/topics/swarm_intelligence,wikipedia,related link,http://en.wikipedia.org/wiki/Swarm_intelligence
https://cso.kmi.open.ac.uk/topics/adaptive_modulation_and_coding,dbpedia,same as,http://dbpedia.org/resource/Link_adaptation
https://cso.kmi.open.ac.uk/topics/adaptive_modulation_and_coding,other,same as,http://www.wikidata.org/entity/Q2714551
https://cso.kmi.open.ac.uk/topics/adaptive_modulation_and_coding,other,same as,http://rdf.freebase.com/ns/m.073m5j
https://cso.kmi.open.ac.uk/topics/adaptive_modulation_and_coding,other,same as,http://yago-knowledge.org/resource/Link_adaptation
https://cso.kmi.open.ac.uk/topics/adaptive_modulation_and_coding,wikipedia,related link,http://en.wikipedia.org/wiki/Link_adaptation
https://cso.kmi.open.ac.uk/topics/saluta,other,related link,https://academic.microsoft.com/#/detail/2780883789
https://cso.kmi.open.ac.uk/topics/ordinary_differential_equations,dbpedia,same as,http://dbpedia.org/resource/Ordinary_differential_equation
https://cso.kmi.open.ac.uk/topics/ordinary_differential_equations,other,same as,http://www.wikidata.org/entity/Q465274
https://cso.kmi.open.ac.uk/topics/ordinary_differential_equations,other,same as,http://rdf.freebase.com/ns/m.0h3rxzk
https://cso.kmi.open.ac.uk/topics/ordinary_differential_equations,other,same as,http://yago-knowledge.org/resource/Ordinary_differential_equation
https://cso.kmi.open.ac.uk/topics/ordinary_differential_equations,other,same as,http://sw.cyc.com/concept/Mx4rcXKKUlzbQdiJr8oPFibKhw
https://cso.kmi.open.ac.uk/topics/ordinary_differential_equations,other,related link,https://academic.microsoft.com/#/detail/186121230
https://cso.kmi.open.ac.uk/topics/ordinary_differential_equations,wikipedia,related link,http://en.wikipedia.org/wiki/Ordinary_differential_equation
https://cso.kmi.open.ac.uk/topics/nonmonotonic_reasoning,dbpedia,same as,http://dbpedia.org/resource/Non-monotonic_logic
https://cso.kmi.open.ac.uk/topics/nonmonotonic_reasoning,other,same as,http://www.wikidata.org/entity/Q2488768
https://cso.kmi.open.ac.uk/topics/nonmonotonic_reasoning,other,same as,http://rdf.freebase.com/ns/m.01y29p
https://cso.kmi.open.ac.uk/topics/nonmonotonic_reasoning,wikipedia,related link,http://en.wikipedia.org/wiki/Non-monotonic_logic
https://cso.kmi.open.ac.uk/topics/search_engine,other,related link,https://academic.microsoft.com/#/detail/178218473
https://cso.kmi.open.ac.uk/topics/fully_polynomial_time_approximation_schemes,dbpedia,same as,http://dbpedia.org/resource/Time_complexity
https://cso.kmi.open.ac.uk/topics/fully_polynomial_time_approximation_schemes,other,same as,http://www.wikidata.org/entity/Q2393193
https://cso.kmi.open.ac.uk/topics/fully_polynomial_time_approximation_schemes,other,same as,http://rdf.freebase.com/ns/m.0c4gy
https://cso.kmi.open.ac.uk/topics/fully_polynomial_time_approximation_schemes,other,same as,http://yago-knowledge.org/resource/Time_complexity
https://cso.kmi.open.ac.uk/topics/fully_polynomial_time_approximation_schemes,wikipedia,related link,http://en.wikipedia.org/wiki/Time_complexity
https://cso.kmi.open.ac.uk/topics/sequence_diagrams,dbpedia,same as,http://dbpedia.org/resource/Sequence_diagram
https://cso.kmi.open.ac.uk/topics/sequence_diagrams,other,same as,http://www.wikidata.org/entity/Q1391624
https://cso.kmi.open.ac.uk/topics/sequence_diagrams,other,same as,http://rdf.freebase.com/ns/m.05yqvk
https://cso.kmi.open.ac.uk/topics/sequence_diagrams,other,same as,http://yago-knowledge.org/resource/Sequence_diagram
https://cso.kmi.open.ac.uk/topics/sequence_diagrams,wikipedia,related link,http://en.wikipedia.org/wiki/Sequence_diagram
https://cso.kmi.open.ac.uk/topics/semantic_gap,other,related link,https://academic.microsoft.com/#/detail/86034646
https://cso.kmi.open.ac.uk/topics/temporal_scalability,dbpedia,same as,http://dbpedia.org/resource/Scalability
https://cso.kmi.open.ac.uk/topics/temporal_scalability,other,same as,http://www.wikidata.org/entity/Q727490
https://cso.kmi.open.ac.uk/topics/temporal_scalability,other,same as,http://rdf.freebase.com/ns/m.019c4v
https://cso.kmi.open.ac.uk/topics/temporal_scalability,wikipedia,related link,http://en.wikipedia.org/wiki/Scalability
https://cso.kmi.open.ac.uk/topics/connected_component_analysis,dbpedia,same as,http://dbpedia.org/resource/Connected_space
https://cso.kmi.open.ac.uk/topics/connected_component_analysis,other,same as,http://www.wikidata.org/entity/Q1491995
https://cso.kmi.open.ac.uk/topics/connected_component_analysis,other,same as,http://rdf.freebase.com/ns/m.01vnt
https://cso.kmi.open.ac.uk/topics/connected_component_analysis,other,same as,http://yago-knowledge.org/resource/Connected_space
https://cso.kmi.open.ac.uk/topics/connected_component_analysis,wikipedia,related link,http://en.wikipedia.org/wiki/Connected_space
https://cso.kmi.open.ac.uk/topics/unsupervised_learning_method,dbpedia,same as,http://dbpedia.org/resource/Unsupervised_learning
https://cso.kmi.open.ac.uk/topics/unsupervised_learning_method,other,same as,http://www.wikidata.org/entity/Q1152135
https://cso.kmi.open.ac.uk/topics/unsupervised_learning_method,other,same as,http://rdf.freebase.com/ns/m.01hylt
https://cso.kmi.open.ac.uk/topics/unsupervised_learning_method,wikipedia,related link,http://en.wikipedia.org/wiki/Unsupervised_learning
https://cso.kmi.open.ac.uk/topics/cobol_%28programming_language%29,dbpedia,same as,http://dbpedia.org/resource/COBOL
https://cso.kmi.open.ac.uk/topics/cobol_%28programming_language%29,other,same as,http://www.wikidata.org/entity/Q131140
https://cso.kmi.open.ac.uk/topics/cobol_%28programming_language%29,other,same as,http://rdf.freebase.com/ns/m.01zpg
https://cso.kmi.open.ac.uk/topics/cobol_%28programming_language%29,other,same as,http://yago-knowledge.org/resource/COBOL
https://cso.kmi.open.ac.uk/topics/cobol_%28programming_language%29,other,same as,http://sw.cyc.com/concept/Mx4rvVjH05wpEbGdrcN5Y29ycA
https://cso.kmi.open.ac.uk/topics/cobol_%28programming_language%29,wikipedia,related link,http://en.wikipedia.org/wiki/COBOL
https://cso.kmi.open.ac.uk/topics/multipliers,other,related link,https://academic.microsoft.com/#/detail/90983366
https://cso.kmi.open.ac.uk/topics/software_pipelining,other,related link,https://academic.microsoft.com/#/detail/188854837
https://cso.kmi.open.ac.uk/topics/3-axis_accelerometer,dbpedia,same as,http://dbpedia.org/resource/Accelerometer
https://cso.kmi.open.ac.uk/topics/3-axis_accelerometer,other,same as,http://www.wikidata.org/entity/Q192940
https://cso.kmi.open.ac.uk/topics/3-axis_accelerometer,other,same as,http://rdf.freebase.com/ns/m.01w0lx
https://cso.kmi.open.ac.uk/topics/3-axis_accelerometer,wikipedia,related link,http://en.wikipedia.org/wiki/Accelerometer
https://cso.kmi.open.ac.uk/topics/non-newtonian_fluid,dbpedia,same as,http://dbpedia.org/resource/Non-Newtonian_fluid
https://cso.kmi.open.ac.uk/topics/non-newtonian_fluid,other,same as,http://www.wikidata.org/entity/Q860589
https://cso.kmi.open.ac.uk/topics/non-newtonian_fluid,other,same as,http://rdf.freebase.com/ns/m.0k06m
https://cso.kmi.open.ac.uk/topics/non-newtonian_fluid,other,same as,http://yago-knowledge.org/resource/Non-Newtonian_fluid
https://cso.kmi.open.ac.uk/topics/non-newtonian_fluid,wikipedia,related link,http://en.wikipedia.org/wiki/Non-Newtonian_fluid
https://cso.kmi.open.ac.uk/topics/virtual_reality_technology,dbpedia,same as,http://dbpedia.org/resource/Virtual_reality
https://cso.kmi.open.ac.uk/topics/virtual_reality_technology,other,same as,http://www.wikidata.org/entity/Q170519
https://cso.kmi.open.ac.uk/topics/virtual_reality_technology,other,same as,http://rdf.freebase.com/ns/m.07_ny
https://cso.kmi.open.ac.uk/topics/virtual_reality_technology,other,same as,http://yago-knowledge.org/resource/Virtuality
https://cso.kmi.open.ac.uk/topics/virtual_reality_technology,wikipedia,related link,http://en.wikipedia.org/wiki/Virtual_reality
https://cso.kmi.open.ac.uk/topics/acoustic_source_localization,dbpedia,same as,http://dbpedia.org/resource/Acoustic_location
https://cso.kmi.open.ac.uk/topics/acoustic_source_localization,other,same as,http://www.wikidata.org/entity/Q714539
https://cso.kmi.open.ac.uk/topics/acoustic_source_localization,other,same as,http://rdf.freebase.com/ns/m.0bz5mw
https://cso.kmi.open.ac.uk/topics/acoustic_source_localization,other,same as,http://yago-knowledge.org/resource/Acoustic_location
https://cso.kmi.open.ac.uk/topics/acoustic_source_localization,other,related link,https://academic.microsoft.com/#/detail/93240960
https://cso.kmi.open.ac.uk/topics/acoustic_source_localization,wikipedia,related link,http://en.wikipedia.org/wiki/Acoustic_location
https://cso.kmi.open.ac.uk/topics/finite_difference_time_domains,dbpedia,same as,http://dbpedia.org/resource/Finite_difference
https://cso.kmi.open.ac.uk/topics/finite_difference_time_domains,other,same as,http://www.wikidata.org/entity/Q2068418
https://cso.kmi.open.ac.uk/topics/finite_difference_time_domains,other,same as,http://rdf.freebase.com/ns/m.09rnq
https://cso.kmi.open.ac.uk/topics/finite_difference_time_domains,other,same as,http://yago-knowledge.org/resource/Finite_difference
https://cso.kmi.open.ac.uk/topics/finite_difference_time_domains,wikipedia,related link,http://en.wikipedia.org/wiki/Finite_difference
https://cso.kmi.open.ac.uk/topics/public_key_infrastructure,dbpedia,same as,http://dbpedia.org/resource/Public_key_infrastructure
https://cso.kmi.open.ac.uk/topics/public_key_infrastructure,other,same as,http://www.wikidata.org/entity/Q658476
https://cso.kmi.open.ac.uk/topics/public_key_infrastructure,other,same as,http://rdf.freebase.com/ns/m.01bkk6
https://cso.kmi.open.ac.uk/topics/public_key_infrastructure,other,same as,http://yago-knowledge.org/resource/Public-key_infrastructure
https://cso.kmi.open.ac.uk/topics/public_key_infrastructure,other,related link,https://academic.microsoft.com/#/detail/72648740
https://cso.kmi.open.ac.uk/topics/public_key_infrastructure,wikipedia,related link,http://en.wikipedia.org/wiki/Public_key_infrastructure
https://cso.kmi.open.ac.uk/topics/spatial_data_infrastructure,dbpedia,same as,http://dbpedia.org/resource/Spatial_data_infrastructure
https://cso.kmi.open.ac.uk/topics/spatial_data_infrastructure,other,same as,http://www.wikidata.org/entity/Q1502855
https://cso.kmi.open.ac.uk/topics/spatial_data_infrastructure,other,same as,http://rdf.freebase.com/ns/m.0286s8t
https://cso.kmi.open.ac.uk/topics/spatial_data_infrastructure,other,same as,http://yago-knowledge.org/resource/Spatial_data_infrastructure
https://cso.kmi.open.ac.uk/topics/spatial_data_infrastructure,other,related link,https://academic.microsoft.com/#/detail/2780672024
https://cso.kmi.open.ac.uk/topics/spatial_data_infrastructure,wikipedia,related link,http://en.wikipedia.org/wiki/Spatial_data_infrastructure
https://cso.kmi.open.ac.uk/topics/workflow_nets,dbpedia,same as,http://dbpedia.org/resource/Workflow
https://cso.kmi.open.ac.uk/topics/workflow_nets,other,same as,http://www.wikidata.org/entity/Q627335
https://cso.kmi.open.ac.uk/topics/workflow_nets,other,same as,http://rdf.freebase.com/ns/m.0k5rb
https://cso.kmi.open.ac.uk/topics/workflow_nets,wikipedia,related link,http://en.wikipedia.org/wiki/Workflow
https://cso.kmi.open.ac.uk/topics/foreground_detection,other,related link,https://academic.microsoft.com/#/detail/2779769447
https://cso.kmi.open.ac.uk/topics/tracking_system,other,related link,https://academic.microsoft.com/#/detail/2777773454
https://cso.kmi.open.ac.uk/topics/hyperspectral_image_analysis,dbpedia,same as,http://dbpedia.org/resource/Hyperspectral_imaging
https://cso.kmi.open.ac.uk/topics/hyperspectral_image_analysis,other,same as,http://www.wikidata.org/entity/Q959005
https://cso.kmi.open.ac.uk/topics/hyperspectral_image_analysis,other,same as,http://rdf.freebase.com/ns/m.0b75x9
https://cso.kmi.open.ac.uk/topics/hyperspectral_image_analysis,other,same as,http://yago-knowledge.org/resource/Hyperspectral_imaging
https://cso.kmi.open.ac.uk/topics/hyperspectral_image_analysis,wikipedia,related link,http://en.wikipedia.org/wiki/Hyperspectral_imaging
https://cso.kmi.open.ac.uk/topics/learning_styles,dbpedia,same as,http://dbpedia.org/resource/Learning_styles
https://cso.kmi.open.ac.uk/topics/learning_styles,other,same as,http://www.wikidata.org/entity/Q1820370
https://cso.kmi.open.ac.uk/topics/learning_styles,other,same as,http://rdf.freebase.com/ns/m.03yk2w
https://cso.kmi.open.ac.uk/topics/learning_styles,other,same as,http://yago-knowledge.org/resource/Learning_styles
https://cso.kmi.open.ac.uk/topics/learning_styles,other,related link,https://academic.microsoft.com/#/detail/2781285556
https://cso.kmi.open.ac.uk/topics/learning_styles,wikipedia,related link,http://en.wikipedia.org/wiki/Learning_styles
https://cso.kmi.open.ac.uk/topics/internship%2C_nonmedical,dbpedia,same as,http://dbpedia.org/resource/Internship
https://cso.kmi.open.ac.uk/topics/internship%2C_nonmedical,other,same as,http://www.wikidata.org/entity/Q6500754
https://cso.kmi.open.ac.uk/topics/internship%2C_nonmedical,other,same as,http://rdf.freebase.com/ns/m.01rk91
https://cso.kmi.open.ac.uk/topics/internship%2C_nonmedical,wikipedia,related link,http://en.wikipedia.org/wiki/Internship
https://cso.kmi.open.ac.uk/topics/fitness_functions,dbpedia,same as,http://dbpedia.org/resource/Fitness_function
https://cso.kmi.open.ac.uk/topics/fitness_functions,other,same as,http://www.wikidata.org/entity/Q629118
https://cso.kmi.open.ac.uk/topics/fitness_functions,other,same as,http://rdf.freebase.com/ns/m.0257ng
https://cso.kmi.open.ac.uk/topics/fitness_functions,other,same as,http://yago-knowledge.org/resource/Fitness_function
https://cso.kmi.open.ac.uk/topics/fitness_functions,wikipedia,related link,http://en.wikipedia.org/wiki/Fitness_function
https://cso.kmi.open.ac.uk/topics/lossless,dbpedia,same as,http://dbpedia.org/resource/Lossless_compression
https://cso.kmi.open.ac.uk/topics/lossless,other,same as,http://www.wikidata.org/entity/Q55542
https://cso.kmi.open.ac.uk/topics/lossless,other,same as,http://rdf.freebase.com/ns/m.04mh3
https://cso.kmi.open.ac.uk/topics/lossless,other,same as,http://yago-knowledge.org/resource/Lossless_compression
https://cso.kmi.open.ac.uk/topics/lossless,other,related link,https://academic.microsoft.com/#/detail/8384606
https://cso.kmi.open.ac.uk/topics/lossless,wikipedia,related link,http://en.wikipedia.org/wiki/Lossless_compression
https://cso.kmi.open.ac.uk/topics/faculty,other,related link,https://academic.microsoft.com/#/detail/2779123455
https://cso.kmi.open.ac.uk/topics/adaptive_hypermedia,dbpedia,same as,http://dbpedia.org/resource/Hypermedia
https://cso.kmi.open.ac.uk/topics/adaptive_hypermedia,other,same as,http://www.wikidata.org/entity/Q837900
https://cso.kmi.open.ac.uk/topics/adaptive_hypermedia,other,same as,http://rdf.freebase.com/ns/m.01q7qf
https://cso.kmi.open.ac.uk/topics/adaptive_hypermedia,other,related link,https://academic.microsoft.com/#/detail/2780020885
https://cso.kmi.open.ac.uk/topics/adaptive_hypermedia,wikipedia,related link,http://en.wikipedia.org/wiki/Hypermedia
https://cso.kmi.open.ac.uk/topics/agent_based,other,related link,https://academic.microsoft.com/#/detail/2780873155
https://cso.kmi.open.ac.uk/topics/telepresence,dbpedia,same as,http://dbpedia.org/resource/Telepresence
https://cso.kmi.open.ac.uk/topics/telepresence,other,same as,http://www.wikidata.org/entity/Q544830
https://cso.kmi.open.ac.uk/topics/telepresence,other,same as,http://rdf.freebase.com/ns/m.01sdhc
https://cso.kmi.open.ac.uk/topics/telepresence,other,same as,http://yago-knowledge.org/resource/Telepresence
https://cso.kmi.open.ac.uk/topics/telepresence,wikipedia,related link,http://en.wikipedia.org/wiki/Telepresence
https://cso.kmi.open.ac.uk/topics/piconet,dbpedia,same as,http://dbpedia.org/resource/Piconet
https://cso.kmi.open.ac.uk/topics/piconet,other,same as,http://www.wikidata.org/entity/Q1313245
https://cso.kmi.open.ac.uk/topics/piconet,other,same as,http://rdf.freebase.com/ns/m.02qq00
https://cso.kmi.open.ac.uk/topics/piconet,other,same as,http://yago-knowledge.org/resource/Piconet
https://cso.kmi.open.ac.uk/topics/piconet,other,related link,https://academic.microsoft.com/#/detail/171013185
https://cso.kmi.open.ac.uk/topics/piconet,wikipedia,related link,http://en.wikipedia.org/wiki/Piconet
https://cso.kmi.open.ac.uk/topics/3d_scanning,dbpedia,same as,http://dbpedia.org/resource/3D_scanner
https://cso.kmi.open.ac.uk/topics/3d_scanning,other,same as,http://www.wikidata.org/entity/Q1775257
https://cso.kmi.open.ac.uk/topics/3d_scanning,other,same as,http://rdf.freebase.com/ns/m.07zm2m
https://cso.kmi.open.ac.uk/topics/3d_scanning,other,same as,http://yago-knowledge.org/resource/3D_scanner
https://cso.kmi.open.ac.uk/topics/3d_scanning,wikipedia,related link,http://en.wikipedia.org/wiki/3D_scanner
https://cso.kmi.open.ac.uk/topics/rayleigh_fading_channels,dbpedia,same as,http://dbpedia.org/resource/Rayleigh_fading
https://cso.kmi.open.ac.uk/topics/rayleigh_fading_channels,other,same as,http://www.wikidata.org/entity/Q854039
https://cso.kmi.open.ac.uk/topics/rayleigh_fading_channels,other,same as,http://rdf.freebase.com/ns/m.0kyxb
https://cso.kmi.open.ac.uk/topics/rayleigh_fading_channels,wikipedia,related link,http://en.wikipedia.org/wiki/Rayleigh_fading
https://cso.kmi.open.ac.uk/topics/comp,other,related link,https://academic.microsoft.com/#/detail/72129047
https://cso.kmi.open.ac.uk/topics/image_authentication,dbpedia,same as,http://dbpedia.org/resource/Authentication
https://cso.kmi.open.ac.uk/topics/image_authentication,other,same as,http://www.wikidata.org/entity/Q212108
https://cso.kmi.open.ac.uk/topics/image_authentication,other,same as,http://rdf.freebase.com/ns/m.0cw7p
https://cso.kmi.open.ac.uk/topics/image_authentication,wikipedia,related link,http://en.wikipedia.org/wiki/Authentication
https://cso.kmi.open.ac.uk/topics/orthogonal_matching_pursuit,dbpedia,same as,http://dbpedia.org/resource/Orthogonality
https://cso.kmi.open.ac.uk/topics/orthogonal_matching_pursuit,other,same as,http://www.wikidata.org/entity/Q215067
https://cso.kmi.open.ac.uk/topics/orthogonal_matching_pursuit,other,same as,http://rdf.freebase.com/ns/m.0px2c
https://cso.kmi.open.ac.uk/topics/orthogonal_matching_pursuit,wikipedia,related link,http://en.wikipedia.org/wiki/Orthogonality
https://cso.kmi.open.ac.uk/topics/random_number_generator,other,related link,https://academic.microsoft.com/#/detail/142958883
https://cso.kmi.open.ac.uk/topics/hardware-accelerated,dbpedia,same as,http://dbpedia.org/resource/Hardware_acceleration
https://cso.kmi.open.ac.uk/topics/hardware-accelerated,other,same as,http://www.wikidata.org/entity/Q600158
https://cso.kmi.open.ac.uk/topics/hardware-accelerated,other,same as,http://rdf.freebase.com/ns/m.06gdpx
https://cso.kmi.open.ac.uk/topics/hardware-accelerated,other,same as,http://yago-knowledge.org/resource/Hardware_acceleration
https://cso.kmi.open.ac.uk/topics/hardware-accelerated,wikipedia,related link,http://en.wikipedia.org/wiki/Hardware_acceleration
https://cso.kmi.open.ac.uk/topics/electronic_data_interchange,dbpedia,same as,http://dbpedia.org/resource/Electronic_data_interchange
https://cso.kmi.open.ac.uk/topics/electronic_data_interchange,other,same as,http://www.wikidata.org/entity/Q690189
https://cso.kmi.open.ac.uk/topics/electronic_data_interchange,other,same as,http://rdf.freebase.com/ns/m.02nvq
https://cso.kmi.open.ac.uk/topics/electronic_data_interchange,other,same as,http://yago-knowledge.org/resource/Electronic_data_interchange
https://cso.kmi.open.ac.uk/topics/electronic_data_interchange,other,related link,https://academic.microsoft.com/#/detail/41525213
https://cso.kmi.open.ac.uk/topics/electronic_data_interchange,wikipedia,related link,http://en.wikipedia.org/wiki/Electronic_data_interchange
https://cso.kmi.open.ac.uk/topics/xml,other,related link,https://academic.microsoft.com/#/detail/2778336685
https://cso.kmi.open.ac.uk/topics/parsing_algorithm,dbpedia,same as,http://dbpedia.org/resource/Parsing
https://cso.kmi.open.ac.uk/topics/parsing_algorithm,other,same as,http://www.wikidata.org/entity/Q194152
https://cso.kmi.open.ac.uk/topics/parsing_algorithm,other,same as,http://rdf.freebase.com/ns/m.01t1rz
https://cso.kmi.open.ac.uk/topics/parsing_algorithm,other,same as,http://yago-knowledge.org/resource/Parsing
https://cso.kmi.open.ac.uk/topics/parsing_algorithm,wikipedia,related link,http://en.wikipedia.org/wiki/Parsing
https://cso.kmi.open.ac.uk/topics/radix-4,dbpedia,same as,http://dbpedia.org/resource/Radix
https://cso.kmi.open.ac.uk/topics/radix-4,other,same as,http://www.wikidata.org/entity/Q843684
https://cso.kmi.open.ac.uk/topics/radix-4,other,same as,http://rdf.freebase.com/ns/m.033z20
https://cso.kmi.open.ac.uk/topics/radix-4,wikipedia,related link,http://en.wikipedia.org/wiki/Radix
https://cso.kmi.open.ac.uk/topics/telecontrol_equipment,dbpedia,same as,http://dbpedia.org/resource/Telecommand
https://cso.kmi.open.ac.uk/topics/telecontrol_equipment,other,same as,http://www.wikidata.org/entity/Q3773882
https://cso.kmi.open.ac.uk/topics/telecontrol_equipment,other,same as,http://rdf.freebase.com/ns/m.0bjpgc
https://cso.kmi.open.ac.uk/topics/telecontrol_equipment,other,same as,http://yago-knowledge.org/resource/Telecommand
https://cso.kmi.open.ac.uk/topics/telecontrol_equipment,wikipedia,related link,http://en.wikipedia.org/wiki/Telecommand
