Parent URL,Type,Tool URL
http://dbpedia.org/resource/Architecture,Tool,http://dbpedia.org/resource/Paesaggio_Urbano
http://dbpedia.org/resource/Pedagogy,Tool,http://dbpedia.org/resource/SchoolArts
http://dbpedia.org/resource/Pedagogy,Tool,http://dbpedia.org/resource/Markus_Michael_Fischer
http://dbpedia.org/resource/Pedagogy,Tool,http://dbpedia.org/resource/DragonRaid
http://dbpedia.org/resource/Content_delivery_network,Tool,http://dbpedia.org/resource/WebTorrent
http://dbpedia.org/resource/Computer,Tool,http://dbpedia.org/resource/Linux_Journal
http://dbpedia.org/resource/Computer,Tool,http://dbpedia.org/resource/2600:_The_Hacker_Quarterly
http://dbpedia.org/resource/Computer,Tool,http://dbpedia.org/resource/Evesham_Technology
http://dbpedia.org/resource/Message_transfer_agent,Tool,http://dbpedia.org/resource/GroupWise
http://dbpedia.org/resource/Business_process,Tool,http://dbpedia.org/resource/Apache_OFBiz
http://dbpedia.org/resource/Verilog,Tool,http://dbpedia.org/resource/Icarus_Verilog
http://dbpedia.org/resource/Recommender_system,Tool,http://dbpedia.org/resource/Wiki-Watch
http://dbpedia.org/resource/Recommender_system,Tool,http://dbpedia.org/resource/Easyrec
http://dbpedia.org/resource/Educational_technology,Tool,http://dbpedia.org/resource/Elicitus
http://dbpedia.org/resource/Software_documentation,Tool,http://dbpedia.org/resource/TLDR_Pages
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/Romeo_Model_Checker
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/Uppaal_Model_Checker
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/Libdmc
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/SPIN_model_checker
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/Murï¿
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/NuSMV
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/PAT_(model_checker)
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/TAPAAL_Model_Checker
http://dbpedia.org/resource/Routing,Tool,http://dbpedia.org/resource/XORP
http://dbpedia.org/resource/Routing,Tool,http://dbpedia.org/resource/Bird_Internet_routing_daemon
http://dbpedia.org/resource/Routing,Tool,http://dbpedia.org/resource/GNU_Zebra
http://dbpedia.org/resource/Web_crawler,Tool,http://dbpedia.org/resource/Scrapy
http://dbpedia.org/resource/Web_crawler,Tool,http://dbpedia.org/resource/PowerMapper
http://dbpedia.org/resource/Web_crawler,Tool,http://dbpedia.org/resource/SortSite
http://dbpedia.org/resource/Web_crawler,Tool,http://dbpedia.org/resource/Googlebot
http://dbpedia.org/resource/Web_crawler,Tool,http://dbpedia.org/resource/Apache_Nutch
http://dbpedia.org/resource/Web_crawler,Tool,http://dbpedia.org/resource/StormCrawler
http://dbpedia.org/resource/Web_crawler,Tool,http://dbpedia.org/resource/HTTrack
http://dbpedia.org/resource/Web_crawler,Tool,http://dbpedia.org/resource/Heritrix
http://dbpedia.org/resource/Session_Initiation_Protocol,Tool,http://dbpedia.org/resource/Ejabberd
http://dbpedia.org/resource/Session_Initiation_Protocol,Tool,http://dbpedia.org/resource/Jami_(software)
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/BonziBuddy
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Father_Christmas_(computer_worm)
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Lamer_Exterminator
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/HijackThis
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Byte_Bandit
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Orbit_Downloader
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Cascade_(computer_virus)
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Christmas_Tree_EXEC
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Ghostball_(computer_virus)
http://dbpedia.org/resource/Algorithm,Tool,http://dbpedia.org/resource/ProBiS
http://dbpedia.org/resource/Decision_support_system,Tool,http://dbpedia.org/resource/Camunda
http://dbpedia.org/resource/Object-oriented_programming,Tool,http://dbpedia.org/resource/Amber_Smalltalk
http://dbpedia.org/resource/Object-oriented_programming,Tool,http://dbpedia.org/resource/DataFlex
http://dbpedia.org/resource/Object-oriented_programming,Tool,http://dbpedia.org/resource/Wolfram_SystemModeler
http://dbpedia.org/resource/Object-oriented_programming,Tool,http://dbpedia.org/resource/IBM_System_Object_Model__IBM_SOMobjects__1
http://dbpedia.org/resource/Electronic_publishing,Tool,http://dbpedia.org/resource/Big_Media_Publishers
http://dbpedia.org/resource/Electronic_publishing,Tool,http://dbpedia.org/resource/Arkansas_Business_Publishing_Group
http://dbpedia.org/resource/Electronic_publishing,Tool,http://dbpedia.org/resource/Twine_(software)
http://dbpedia.org/resource/3D_modeling,Tool,http://dbpedia.org/resource/C3D_Toolkit
http://dbpedia.org/resource/3D_modeling,Tool,http://dbpedia.org/resource/CATIA
http://dbpedia.org/resource/3D_modeling,Tool,http://dbpedia.org/resource/3D_Wayfinder
http://dbpedia.org/resource/3D_modeling,Tool,http://dbpedia.org/resource/Paint_3D
http://dbpedia.org/resource/3D_modeling,Tool,http://dbpedia.org/resource/Photosynth
http://dbpedia.org/resource/3D_modeling,Tool,http://dbpedia.org/resource/Microsoft_3D_Viewer
http://dbpedia.org/resource/3D_modeling,Tool,http://dbpedia.org/resource/FaceGen
http://dbpedia.org/resource/Business-to-business,Tool,http://dbpedia.org/resource/Interloop_Limited
http://dbpedia.org/resource/Sample_size_determination,Tool,http://dbpedia.org/resource/NQuery_Sample_Size_Software
http://dbpedia.org/resource/Sample_size_determination,Tool,http://dbpedia.org/resource/PASS_Sample_Size_Software
http://dbpedia.org/resource/Blog,Tool,http://dbpedia.org/resource/Will_Richardson_(educator)
http://dbpedia.org/resource/Blog,Tool,http://dbpedia.org/resource/Traction_TeamPage
http://dbpedia.org/resource/Blog,Tool,http://dbpedia.org/resource/Exponent_CMS
http://dbpedia.org/resource/Blog,Tool,http://dbpedia.org/resource/Nucleus_CMS
http://dbpedia.org/resource/Blog,Tool,http://dbpedia.org/resource/Ray_Errol_Fox
http://dbpedia.org/resource/Blog,Tool,http://dbpedia.org/resource/XRumer
http://dbpedia.org/resource/Blog,Tool,http://dbpedia.org/resource/NYU_Local
http://dbpedia.org/resource/Routing,Tool,http://dbpedia.org/resource/XORP
http://dbpedia.org/resource/Routing,Tool,http://dbpedia.org/resource/Bird_Internet_routing_daemon
http://dbpedia.org/resource/Routing,Tool,http://dbpedia.org/resource/GNU_Zebra
http://dbpedia.org/resource/Computer-assisted_language_learning,Tool,http://dbpedia.org/resource/Rosetta_Stone_(software)
http://dbpedia.org/resource/Radio,Tool,http://dbpedia.org/resource/Call_Me_Papa_Jack
http://dbpedia.org/resource/Radio,Tool,http://dbpedia.org/resource/GNU_Radio
http://dbpedia.org/resource/Radio,Tool,http://dbpedia.org/resource/Sid_Colin
http://dbpedia.org/resource/Radio,Tool,http://dbpedia.org/resource/Faze_FM
http://dbpedia.org/resource/Radio,Tool,http://dbpedia.org/resource/Ham_Radio_Deluxe
http://dbpedia.org/resource/Radio,Tool,http://dbpedia.org/resource/Susan_Murphy-Milano
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/Ampache
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/Rocket_Streaming_Audio_Server
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/Shoutcast
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/Steam_(service)
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/TuneIn
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/Wirecast
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/Altacast
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/Audiomack
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/Spoon_Radio
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/Icecast
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/Yahoo!_Music_Jukebox
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/Unmute
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/VMix
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/OBS_Studio__OBS_Studio__1
http://dbpedia.org/resource/Streaming_media,Tool,http://dbpedia.org/resource/Spotify__Spotify__1
http://dbpedia.org/resource/Real-time_computing,Tool,http://dbpedia.org/resource/Javolution
http://dbpedia.org/resource/Embedded_system,Tool,http://dbpedia.org/resource/Measurement_Studio
http://dbpedia.org/resource/Embedded_system,Tool,http://dbpedia.org/resource/FatFs
http://dbpedia.org/resource/Embedded_system,Tool,http://dbpedia.org/resource/LabVIEW
http://dbpedia.org/resource/Embedded_system,Tool,http://dbpedia.org/resource/NU-Tech
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/AppleSearch
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/SWISH-E
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/Petal_Search
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/Bing_Shopping
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/Bing_xRank
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/Trip_(search_engine)
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/Gigablast__gb__1
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/OpenSearchServer
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/Searchdaimon
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/Searchmedica
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/YaCy
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/Sesam_(search_engine)
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/Sherlock_(software)
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/Live_Search_Academic
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/Live_Search_Books
http://dbpedia.org/resource/Web_search_engine,Tool,http://dbpedia.org/resource/StrangeSearch
http://dbpedia.org/resource/Sample_size_determination,Tool,http://dbpedia.org/resource/NQuery_Sample_Size_Software
http://dbpedia.org/resource/Sample_size_determination,Tool,http://dbpedia.org/resource/PASS_Sample_Size_Software
http://dbpedia.org/resource/Algorithm,Tool,http://dbpedia.org/resource/ProBiS
http://dbpedia.org/resource/Data_integration,Tool,http://dbpedia.org/resource/Galaxy_(computational_biology)
http://dbpedia.org/resource/Data_integration,Tool,http://dbpedia.org/resource/IBM_InfoSphere_DataStage
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/Puma.NET
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/OmniPage
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/GOCR
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/VueScan
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/ABBYY_FineReader
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/CuneiForm_(software)
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/E-aksharayan
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/Tesseract_(software)
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/Asprise_OCR
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/OCRFeeder
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/OCRopus
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/Ocrad
http://dbpedia.org/resource/Runtime_system,Tool,http://dbpedia.org/resource/Deno_(software)
http://dbpedia.org/resource/Runtime_system,Tool,http://dbpedia.org/resource/Adobe_Flash_Player
http://dbpedia.org/resource/Runtime_system,Tool,http://dbpedia.org/resource/Node.js
http://dbpedia.org/resource/Cryptography,Tool,http://dbpedia.org/resource/Bouncy_Castle_(cryptography)
http://dbpedia.org/resource/Cryptography,Tool,http://dbpedia.org/resource/CrypTool
http://dbpedia.org/resource/Cryptography,Tool,http://dbpedia.org/resource/GPG_Mail
http://dbpedia.org/resource/Cryptography,Tool,http://dbpedia.org/resource/GnuTLS
http://dbpedia.org/resource/Cryptography,Tool,http://dbpedia.org/resource/Netpgp
http://dbpedia.org/resource/Cryptography,Tool,http://dbpedia.org/resource/LibreSSL
http://dbpedia.org/resource/Cryptography,Tool,http://dbpedia.org/resource/Futurex
http://dbpedia.org/resource/Cryptography,Tool,http://dbpedia.org/resource/Acid_Cryptofiler
http://dbpedia.org/resource/Cryptography,Tool,http://dbpedia.org/resource/BSAFE
http://dbpedia.org/resource/Cryptography,Tool,http://dbpedia.org/resource/IAIK-JCE
http://dbpedia.org/resource/Cryptography,Tool,http://dbpedia.org/resource/OpenSSL
http://dbpedia.org/resource/Cryptography,Tool,http://dbpedia.org/resource/WolfSSL
http://dbpedia.org/resource/Data_integration,Tool,http://dbpedia.org/resource/Galaxy_(computational_biology)
http://dbpedia.org/resource/Data_integration,Tool,http://dbpedia.org/resource/IBM_InfoSphere_DataStage
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/QEMU
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/VMware_ESXi
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/VMware_Fusion
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/VMware_Infrastructure
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/VMware_Server
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/VMware_Workstation
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/VMware_Workstation_Player
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/VirtualBox
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/Oracle_VM_Server_for_SPARC
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/Win4Lin
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/Adaptive_Domain_Environment_for_Operating_Systems
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/Parallels_Desktop_for_Mac
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/Parallels_Server_for_Mac
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/Parallels_Workstation
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/Microsoft_Virtual_Server
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/Red_Hat_Virtualization
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/Xen
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/XtratuM
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/LynxSecure
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/XenClient
http://dbpedia.org/resource/Hypervisor,Tool,http://dbpedia.org/resource/Kernel-based_Virtual_Machine__KVM__1
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/Puma.NET
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/OmniPage
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/GOCR
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/VueScan
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/ABBYY_FineReader
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/CuneiForm_(software)
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/E-aksharayan
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/Tesseract_(software)
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/Asprise_OCR
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/OCRFeeder
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/OCRopus
http://dbpedia.org/resource/Optical_character_recognition,Tool,http://dbpedia.org/resource/Ocrad
http://dbpedia.org/resource/Hypermedia,Tool,http://dbpedia.org/resource/HyperCard
http://dbpedia.org/resource/Hypermedia,Tool,http://dbpedia.org/resource/Oracle_Media_Objects
http://dbpedia.org/resource/Hypermedia,Tool,http://dbpedia.org/resource/SuperCard
http://dbpedia.org/resource/Mobile_telephony,Tool,http://dbpedia.org/resource/Mobile_World_Congress__MWC_Barcelona__1
http://dbpedia.org/resource/Network_virtualization,Tool,http://dbpedia.org/resource/Marionnet
http://dbpedia.org/resource/Network_virtualization,Tool,http://dbpedia.org/resource/OVN
http://dbpedia.org/resource/Network_virtualization,Tool,http://dbpedia.org/resource/OpenVNet
http://dbpedia.org/resource/Aircraft_engine,Tool,http://dbpedia.org/resource/Motorav_Industria
http://dbpedia.org/resource/Graph_(discrete_mathematics),Tool,http://dbpedia.org/resource/LEMON_(C++_library)
http://dbpedia.org/resource/Operating_system,Tool,http://dbpedia.org/resource/Robot_Operating_System
http://dbpedia.org/resource/Operating_system,Tool,http://dbpedia.org/resource/Croquet_OS
http://dbpedia.org/resource/Operating_system,Tool,http://dbpedia.org/resource/URBI
http://dbpedia.org/resource/Operating_system,Tool,http://dbpedia.org/resource/Windows_MultiPoint_Server
http://dbpedia.org/resource/Operating_system,Tool,http://dbpedia.org/resource/Windows_Server_Essentials
http://dbpedia.org/resource/Operating_system,Tool,http://dbpedia.org/resource/YaST
http://dbpedia.org/resource/Operating_system,Tool,http://dbpedia.org/resource/Parakey
http://dbpedia.org/resource/Operating_system,Tool,"http://dbpedia.org/resource/Berkeley_Software_Design__,_Inc.__1"
http://dbpedia.org/resource/Stream_processing,Tool,http://dbpedia.org/resource/Apache_Apex
http://dbpedia.org/resource/Stream_processing,Tool,http://dbpedia.org/resource/Apache_Heron
http://dbpedia.org/resource/Stream_processing,Tool,http://dbpedia.org/resource/Apache_Kafka
http://dbpedia.org/resource/Stream_processing,Tool,http://dbpedia.org/resource/Apache_RocketMQ
http://dbpedia.org/resource/Stream_processing,Tool,http://dbpedia.org/resource/Apache_Samza
http://dbpedia.org/resource/Automatic_programming,Tool,http://dbpedia.org/resource/Acceleo
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/BonziBuddy
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Father_Christmas_(computer_worm)
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Lamer_Exterminator
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/HijackThis
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Byte_Bandit
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Orbit_Downloader
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Cascade_(computer_virus)
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Christmas_Tree_EXEC
http://dbpedia.org/resource/Malware,Tool,http://dbpedia.org/resource/Ghostball_(computer_virus)
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/Romeo_Model_Checker
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/Uppaal_Model_Checker
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/Libdmc
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/SPIN_model_checker
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/Murï¿
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/NuSMV
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/PAT_(model_checker)
http://dbpedia.org/resource/Model_checking,Tool,http://dbpedia.org/resource/TAPAAL_Model_Checker
http://dbpedia.org/resource/Logic_programming,Tool,http://dbpedia.org/resource/SWI-Prolog
http://dbpedia.org/resource/Computer_science,Tool,http://dbpedia.org/resource/Quanta_Magazine
http://dbpedia.org/resource/Computer_science,Tool,http://dbpedia.org/resource/XRDS_(magazine)
http://dbpedia.org/resource/Computer_science,Tool,http://dbpedia.org/resource/Phrack
http://dbpedia.org/resource/Microblogging,Tool,http://dbpedia.org/resource/Mastodon_(software)
http://dbpedia.org/resource/Microblogging,Tool,http://dbpedia.org/resource/Twister_(software)
http://dbpedia.org/resource/HTML,Tool,http://dbpedia.org/resource/Beautiful_Soup_(HTML_parser)
http://dbpedia.org/resource/Machine_vision,Tool,http://dbpedia.org/resource/Deeplearning4j
http://dbpedia.org/resource/Global_Positioning_System,Tool,http://dbpedia.org/resource/GPSBabel
http://dbpedia.org/resource/Global_Positioning_System,Tool,http://dbpedia.org/resource/Gpsd
http://dbpedia.org/resource/Business_process,Tool,http://dbpedia.org/resource/Apache_OFBiz
http://dbpedia.org/resource/Algorithm,Tool,http://dbpedia.org/resource/ProBiS
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/CaBIG
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/Berkeley_Open_Infrastructure_for_Network_Computing
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/Univa_Grid_Engine
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/SLinCA@Home
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/GLite
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/GLite-AMGA
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/Globus_Toolkit
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/CaBIG__caGrid__1
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/GStat
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/Advanced_Resource_Connector
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/DIET
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/Dï¿½ï¿½cryp
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/P-GRADE_Portal
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/Techila_Grid
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/BDII
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/GridWay
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/Oracle_Grid_Engine
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/Simple_API_for_Grid_Applications
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/European_Middleware_Initiative
http://dbpedia.org/resource/Grid_computing,Tool,http://dbpedia.org/resource/GridRepublic__software__1
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Rudder_(software)
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Ubuntu_One
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Contrail_(software)
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Nimbus_(cloud_computing)
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Cloud_Foundry
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Cloudsoft_Monterey
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Enstratius
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/NIWA_Cloud_Application_Platform
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Apache_Brooklyn
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Apache_CloudStack
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/OnApp
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Wakame-vdc
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Abiquo_Enterprise_Edition
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Adobe_Experience_Cloud
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/DIET
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Eucalyptus_(software)
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/FUJITSU_Cloud_IaaS_Trusted_Public_S5
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Hybrid_Web_Cluster
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Synnefo
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Tahoe-LAFS
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Moai_(software)
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/IBM_Cloud
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/IBM_cloud_computing
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/OpenNebula
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/OpenQRM
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/OpenShift
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/OpenStack
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Oracle_Cloud
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Servoy
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Symantec_Operations_Readiness_Tools
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/OrionVM__Wholesale_Cloud_Platform__1
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Microsoft_Azure__Microsoft_Azure__1
http://dbpedia.org/resource/Cloud_computing,Tool,http://dbpedia.org/resource/Progress_Chef__Progress_Chef__1
http://dbpedia.org/resource/Social_psychology,Tool,http://dbpedia.org/resource/Daniel_Gilbert_(psychologist)
http://dbpedia.org/resource/Social_psychology,Tool,http://dbpedia.org/resource/Eric_Hoffer
http://dbpedia.org/resource/Social_psychology,Tool,http://dbpedia.org/resource/Charles_Rojzman
http://dbpedia.org/resource/Java_(programming_language),Tool,http://dbpedia.org/resource/PrimeFaces
http://dbpedia.org/resource/Java_(programming_language),Tool,http://dbpedia.org/resource/RichFaces
http://dbpedia.org/resource/Java_(programming_language),Tool,http://dbpedia.org/resource/Apache_Harmony
http://dbpedia.org/resource/Java_(programming_language),Tool,http://dbpedia.org/resource/Ajax4jsf
http://dbpedia.org/resource/Java_(programming_language),Tool,http://dbpedia.org/resource/Cscope
http://dbpedia.org/resource/Java_(programming_language),Tool,http://dbpedia.org/resource/JamaicaVM
http://dbpedia.org/resource/Java_(programming_language),Tool,http://dbpedia.org/resource/ICEfaces
